rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tfat4ru-smf12mw-lscma3ryy-q1-mcq,Q1,mcq,Choose the correct result for 3/5 × 2/7.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""6/35"",""correct"":true},{""text"":""5/14"",""correct"":false},{""text"":""6/12"",""correct"":false},{""text"":""3/14"",""correct"":false}]","To multiply fractions, multiply the numerators and multiply the denominators: 3 × 2 = 6 and 5 × 7 = 35, so the product is 6/35. Distractors come from adding parts or mixing numerator and denominator incorrectly.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
2,tfat4ru-smf12mw-lscma3ryy-q2-mcq,Q2,mcq,Select the true statement about 4 × 2/9.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""4 × 2/9 = 8/9"",""correct"":true},{""text"":""4 × 2/9 = 6/9"",""correct"":false},{""text"":""4 × 2/9 = 8/13"",""correct"":false},{""text"":""4 × 2/9 = 2/36"",""correct"":false}]",A whole number times a fraction means multiply the whole number by the numerator: 4 × 2/9 = 8/9. The other options show common errors such as adding numbers or multiplying the denominator by 4 instead.,"{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
3,tfat4ru-smf12mw-lscma3ryy-q3-mcq,Q3,mcq,A recipe uses 2/3 cup of milk for one batch of muffins. Two batches are made. Choose the amount of milk used.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""4/3 cups"",""correct"":true},{""text"":""2/6 cups"",""correct"":false},{""text"":""4/6 cups"",""correct"":false},{""text"":""2/5 cups"",""correct"":false}]",Two batches use 2 × 2/3 = 4/3 cups. The incorrect choices come from multiplying only part of the fraction or changing the denominator wrongly.,"{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
4,tfat4ru-smf12mw-lscma3ryy-q4-mcq,Q4,mcq,Look at the expressions 1/2 × 3/4 and 3/8. Decide which comparison is correct.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""1/2 × 3/4 = 3/8"",""correct"":true},{""text"":""1/2 × 3/4 > 3/8"",""correct"":false},{""text"":""1/2 × 3/4 < 3/8"",""correct"":false},{""text"":""1/2 × 3/4 = 7/8"",""correct"":false}]","Multiply numerators and denominators: 1 × 3 = 3 and 2 × 4 = 8, so 1/2 × 3/4 = 3/8. That means the two expressions are equal.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
5,tfat4ru-smf12mw-lscma3ryy-q5-mcq,Q5,mcq,Choose the equation that matches 3 groups of 1/4.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""3 × 1/4 = 3/4"",""correct"":true},{""text"":""3 × 1/4 = 1/12"",""correct"":false},{""text"":""3 × 1/4 = 4/3"",""correct"":false},{""text"":""3 × 1/4 = 2/4"",""correct"":false}]","Three groups of one quarter means 3 × 1/4, which equals 3/4. The wrong answers show common mix-ups with multiplying or flipping the fraction.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
6,tfat4ru-smf12mw-lscma3ryy-q6-mcq,Q6,mcq,Pick the correct product of 5/6 × 1/2.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""5/12"",""correct"":true},{""text"":""6/10"",""correct"":false},{""text"":""5/8"",""correct"":false},{""text"":""1/12"",""correct"":false}]",Multiply the numerators: 5 × 1 = 5. Multiply the denominators: 6 × 2 = 12. So the product is 5/12. Other options come from adding or using the numbers in the wrong places.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
7,tfat4ru-smf12mw-lscma3ryy-q7-mcq,Q7,mcq,Choose the sentence that is correct about 2/5 × 3.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""2/5 × 3 = 6/5"",""correct"":true},{""text"":""2/5 × 3 = 6/15"",""correct"":false},{""text"":""2/5 × 3 = 5/6"",""correct"":false},{""text"":""2/5 × 3 = 2/15"",""correct"":false}]","Multiply the whole number by the numerator: 2 × 3 = 6, and keep the denominator 5. So 2/5 × 3 = 6/5. The other answers use incorrect rules.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
8,tfat4ru-smf12mw-lscma3ryy-q8-mcq,Q8,mcq,A ribbon piece is 3/8 metre long. Four equal pieces like this are used. Choose the total length.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""12/8 m"",""correct"":true},{""text"":""7/8 m"",""correct"":false},{""text"":""12/32 m"",""correct"":false},{""text"":""3/32 m"",""correct"":false}]",Four pieces of 3/8 metre means 4 × 3/8 = 12/8 m. The wrong options come from adding incorrectly or multiplying the denominator by 4.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
9,tfat4ru-smf12mw-lscma3ryy-q9-mcq,Q9,mcq,Compare the two results. Decide which comparison is correct for 2/3 × 1/4 and 2/12.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""2/3 × 1/4 = 2/12"",""correct"":true},{""text"":""2/3 × 1/4 > 2/12"",""correct"":false},{""text"":""2/3 × 1/4 < 2/12"",""correct"":false},{""text"":""2/3 × 1/4 = 3/8"",""correct"":false}]","Multiply numerators and denominators: 2 × 1 = 2 and 3 × 4 = 12, so the product is 2/12. That makes the expressions equal.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
10,tfat4ru-smf12mw-lscma3ryy-q10-mcq,Q10,mcq,Choose the equation that correctly solves 1/7 × 6.,Maths,5,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Multiplying Fractions, aligned to Students can multiply a fraction by a whole number and a fraction by a fraction.","[{""text"":""1/7 × 6 = 6/7"",""correct"":true},{""text"":""1/7 × 6 = 1/42"",""correct"":false},{""text"":""1/7 × 6 = 7/6"",""correct"":false},{""text"":""1/7 × 6 = 6/13"",""correct"":false}]","Multiply the whole number by the numerator: 1 × 6 = 6, and keep the denominator 7. So 1/7 × 6 = 6/7. The other options show incorrect multiplication of the denominator or reversed numbers.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Multiplying Fractions"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction"",""focus"":""multiplication""}"
