rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tfat4ru-sasuf1of3-lscaa77q2-q1-mcq,Q1,mcq,Choose the correct result for 2 1/3 + 1 1/6.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""3 1/2"",""correct"":true},{""text"":""3 2/9"",""correct"":false},{""text"":""4 1/2"",""correct"":false},{""text"":""2 2/9"",""correct"":false}]","Convert the fractional parts to sixths: 1/3 = 2/6. Then 2/6 + 1/6 = 3/6 = 1/2. Add the whole numbers: 2 + 1 = 3, so the total is 3 1/2. The other options come from adding incorrectly or not using a common denominator.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""addition""}"
2,tfat4ru-sasuf1of3-lscaa77q2-q2-mcq,Q2,mcq,Select the true statement about 4 1/2 - 2 1/4.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""4 1/2 - 2 1/4 = 2 1/4"",""correct"":true},{""text"":""4 1/2 - 2 1/4 = 2 3/4"",""correct"":false},{""text"":""4 1/2 - 2 1/4 = 1 1/4"",""correct"":false},{""text"":""4 1/2 - 2 1/4 = 3 1/4"",""correct"":false}]",Change 1/2 to 2/4. Then 4 2/4 - 2 1/4 = 2 1/4. The distractors show common mistakes such as subtracting only whole numbers or adding instead of subtracting the fractions.,"{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""subtraction""}"
3,tfat4ru-sasuf1of3-lscaa77q2-q3-mcq,Q3,mcq,A recipe uses 1 1/2 cups of flour in the morning and 2 1/4 cups in the afternoon. Choose the total amount of flour used.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""3 3/4 cups"",""correct"":true},{""text"":""3 1/6 cups"",""correct"":false},{""text"":""4 3/4 cups"",""correct"":false},{""text"":""2 3/4 cups"",""correct"":false}]","Add the whole numbers and fractional parts: 1 1/2 = 1 2/4, so 1 2/4 + 2 1/4 = 3 3/4. The incorrect choices come from using the wrong common denominator or adding inaccurately.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""addition""}"
4,tfat4ru-sasuf1of3-lscaa77q2-q4-mcq,Q4,mcq,Look at the expression 5 2/3 - 1 1/6. Decide which answer is correct.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""4 1/2"",""correct"":true},{""text"":""4 3/9"",""correct"":false},{""text"":""3 1/2"",""correct"":false},{""text"":""4 5/6"",""correct"":false}]","Convert 2/3 to 4/6. Then 5 4/6 - 1 1/6 = 4 3/6 = 4 1/2. Option 4 5/6 comes from subtracting the whole numbers but adding the fractions, and 4 3/9 does not use equivalent fractions correctly.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""subtraction""}"
5,tfat4ru-sasuf1of3-lscaa77q2-q5-mcq,Q5,mcq,Choose the equation that matches the sum of 3 1/4 and 2 1/2.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""3 1/4 + 2 1/2 = 5 3/4"",""correct"":true},{""text"":""3 1/4 + 2 1/2 = 5 1/2"",""correct"":false},{""text"":""3 1/4 + 2 1/2 = 6 3/4"",""correct"":false},{""text"":""3 1/4 + 2 1/2 = 5 2/6"",""correct"":false}]",Change 1/2 to 2/4. Then 3 1/4 + 2 2/4 = 5 3/4. The other options show errors in adding the fractional parts or whole numbers.,"{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""addition""}"
6,tfat4ru-sasuf1of3-lscaa77q2-q6-mcq,Q6,mcq,Pick the correct result for 6 1/5 - 3 1/2.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""2 7/10"",""correct"":true},{""text"":""3 3/10"",""correct"":false},{""text"":""2 3/10"",""correct"":false},{""text"":""3 7/10"",""correct"":false}]",Use tenths: 1/5 = 2/10 and 1/2 = 5/10. Then 6 2/10 - 3 5/10 = 2 7/10 after regrouping. The wrong answers come from subtracting without regrouping correctly or mixing up the whole-number difference.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""subtraction""}"
7,tfat4ru-sasuf1of3-lscaa77q2-q7-mcq,Q7,mcq,Decide which claim about 2 2/3 + 1 1/4 is true.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""The sum is 3 11/12."",""correct"":true},{""text"":""The sum is 3 3/7."",""correct"":false},{""text"":""The sum is 4 11/12."",""correct"":false},{""text"":""The sum is 3 1/12."",""correct"":false}]","Use twelfths: 2/3 = 8/12 and 1/4 = 3/12. Then 8/12 + 3/12 = 11/12, and 2 + 1 = 3, so the sum is 3 11/12. The other options come from adding denominators or whole numbers incorrectly.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""addition""}"
8,tfat4ru-sasuf1of3-lscaa77q2-q8-mcq,Q8,mcq,"A ribbon is 7 1/2 metres long. After 2 3/4 metres are cut off, choose the length left.",Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""4 3/4 metres"",""correct"":true},{""text"":""5 1/4 metres"",""correct"":false},{""text"":""4 1/4 metres"",""correct"":false},{""text"":""5 3/4 metres"",""correct"":false}]",Convert 1/2 to 2/4. Then 7 2/4 - 2 3/4 = 4 3/4 after regrouping. The incorrect answers show common regrouping mistakes.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""subtraction""}"
9,tfat4ru-sasuf1of3-lscaa77q2-q9-mcq,Q9,mcq,Choose the correct sum of 1 3/4 + 2 1/6.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Applying,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""3 11/12"",""correct"":true},{""text"":""3 4/10"",""correct"":false},{""text"":""4 11/12"",""correct"":false},{""text"":""3 9/10"",""correct"":false}]","Use twelfths: 3/4 = 9/12 and 1/6 = 2/12. Then 9/12 + 2/12 = 11/12, and 1 + 2 = 3, so the sum is 3 11/12. The other options come from incorrect fraction addition or an incorrect whole-number total.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""addition""}"
10,tfat4ru-sasuf1of3-lscaa77q2-q10-mcq,Q10,mcq,Choose the equation that correctly solves 8 1/3 - 4 1/6.,Maths,5,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,Understanding,easy,1,"MCQ for Grade 5 Fraction Arithmetic: Adding & Subtracting Unlike Fractions, aligned to Students can add and subtract mixed numbers with unlike denominators.","[{""text"":""8 1/3 - 4 1/6 = 4 1/6"",""correct"":true},{""text"":""8 1/3 - 4 1/6 = 4 2/9"",""correct"":false},{""text"":""8 1/3 - 4 1/6 = 3 1/6"",""correct"":false},{""text"":""8 1/3 - 4 1/6 = 4 1/2"",""correct"":false}]",Convert 1/3 to 2/6. Then 8 2/6 - 4 1/6 = 4 1/6. The other choices come from not using equivalent fractions correctly or subtracting inaccurately.,"{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":5,""topic"":""Fraction Arithmetic"",""subtopic"":""Adding & Subtracting Unlike Fractions"",""learning_objective"":""Students can add and subtract mixed numbers with unlike denominators"",""focus"":""subtraction""}"
