rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tvmx5m1-sam10bo-lscm31fgv-q1-mcq,Q1,mcq,"At a sticker fair, 231 shiny sticker packs each hold 142 stickers. One vertically and crosswise working shows these right-to-left parts: 1×2=2, 3×2 + 1×4=10, 2×2 + 3×4 + 1×1=17, 2×4 + 3×1=11, 2×1=2. After carrying, what is the best judgment about this work?",Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Analyzing,hard,4,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""The working is correct, and after carrying the product is 32,802."",""correct"":true},{""text"":""The first wrong step is 3×2 + 1×4. It should be 14, so the product is 33,242."",""correct"":false},{""text"":""The first wrong step is the middle part. It should be 18, so the product is 32,902."",""correct"":false},{""text"":""The parts are correct, but after carrying the product is 23,872."",""correct"":false}]","All the listed right-to-left parts are correct for 231 × 142: 2, 10, 17, 11, 2. Now carry from right to left. Write 2 ones. From 10, write 0 tens and carry 1. Then 17 + 1 = 18, so write 8 hundreds and carry 1. Next 11 + 1 = 12, so write 2 thousands and carry 1. Finally 2 + 1 = 3 for the ten-thousands place. So the product is 32,802. The error is not in the crosswise parts; it would only be wrong if the carrying were done incorrectly. That is why the correct judgment is that the working is correct and gives 32,802.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""find_the_error""}"
2,tvmx5m1-sam10bo-lscm31fgv-q2-mcq,Q2,mcq,What is 111 × 111?,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Understanding,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""12,321"",""correct"":true},{""text"":""11,211"",""correct"":false},{""text"":""13,321"",""correct"":false},{""text"":""12,221"",""correct"":false}]","111 × 111 = 111 × (100 + 10 + 1) = 11,100 + 1,110 + 111 = 12,321. So 12,321 is correct. The other options do not match this total.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
3,tvmx5m1-sam10bo-lscm31fgv-q3-mcq,Q3,mcq,A toy shop packs 102 shiny stickers into each box. There are 103 boxes. Choose the total number of stickers.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""10,506"",""correct"":true},{""text"":""10,406"",""correct"":false},{""text"":""11,506"",""correct"":false},{""text"":""10,606"",""correct"":false}]","Well done! 102 × 103 = 10,506 stickers. You picked the correct total.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
4,tvmx5m1-sam10bo-lscm31fgv-q4-mcq,Q4,mcq,Look at the products 112 × 113 and 112 × 114. Decide which comparison is correct.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Analyzing,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""112 × 113 is smaller than 112 × 114"",""correct"":true},{""text"":""112 × 113 is greater than 112 × 114"",""correct"":false},{""text"":""Both products are equal"",""correct"":false},{""text"":""112 × 113 is 200 more than 112 × 114"",""correct"":false}]","Super! Since 114 is bigger than 113, 112 × 114 must be bigger too. So 112 × 113 is smaller.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
5,tvmx5m1-sam10bo-lscm31fgv-q5-mcq,Q5,mcq,Choose the equation that matches 104 groups of 105 marbles.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""104 × 105 = 10,920"",""correct"":true},{""text"":""104 × 105 = 10,820"",""correct"":false},{""text"":""104 × 105 = 11,920"",""correct"":false},{""text"":""104 × 105 = 10,520"",""correct"":false}]","Excellent! 104 × 105 = 10,920. That matches the groups of marbles perfectly.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
6,tvmx5m1-sam10bo-lscm31fgv-q6-mcq,Q6,mcq,Pick the correct answer for 123 × 101.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""12,423"",""correct"":true},{""text"":""12,323"",""correct"":false},{""text"":""13,423"",""correct"":false},{""text"":""12,403"",""correct"":false}]","Great thinking! 123 × 101 = 12,423. Multiplying by 101 gives one more 123 added on.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
7,tvmx5m1-sam10bo-lscm31fgv-q7-mcq,Q7,mcq,What is 120 × 120?,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Understanding,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""14,400"",""correct"":true},{""text"":""12,400"",""correct"":false},{""text"":""24,000"",""correct"":false},{""text"":""13,400"",""correct"":false}]","120 × 120 = 12 × 12 with two zeros added, so 144 becomes 14,400. Therefore 14,400 is the correct product. The other choices are not equal to 120 × 120.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
8,tvmx5m1-sam10bo-lscm31fgv-q8-mcq,Q8,mcq,A snack table has 115 cookie bags. Each bag has 111 cookies. Choose the total number of cookies.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""12,765"",""correct"":true},{""text"":""12,655"",""correct"":false},{""text"":""11,765"",""correct"":false},{""text"":""12,875"",""correct"":false}]","Awesome! 115 × 111 = 12,765. That is the total number of cookies.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
9,tvmx5m1-sam10bo-lscm31fgv-q9-mcq,Q9,mcq,Compare these two products: 109 × 109 and 109 × 110. Choose the correct idea.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Analyzing,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""109 × 110 is greater"",""correct"":true},{""text"":""109 × 109 is greater"",""correct"":false},{""text"":""The two products are equal"",""correct"":false},{""text"":""109 × 109 is greater by 109"",""correct"":false}]","Nice job! Because 110 is bigger than 109, the product 109 × 110 is greater.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
10,tvmx5m1-sam10bo-lscm31fgv-q10-mcq,Q10,mcq,Choose the equation that matches 101 packs with 131 candies in each pack.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""101 × 131 = 13,231"",""correct"":true},{""text"":""101 × 131 = 13,131"",""correct"":false},{""text"":""101 × 131 = 14,231"",""correct"":false},{""text"":""101 × 131 = 12,231"",""correct"":false}]","Fantastic! 101 × 131 = 13,231. You chose the right equation.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
11,tvmx5m1-sam10bo-lscm31fgv-q11-mcq,Q11,mcq,Choose the correct result for 122 × 122.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""14,884"",""correct"":true},{""text"":""14,774"",""correct"":false},{""text"":""15,884"",""correct"":false},{""text"":""14,824"",""correct"":false}]","Great work! 122 × 122 = 14,884. Your answer shows strong multiplying skills.","{""questionNumber"":""Q11"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
12,tvmx5m1-sam10bo-lscm31fgv-q12-mcq,Q12,mcq,What is 130 × 101?,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Understanding,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""13,130"",""correct"":true},{""text"":""13,030"",""correct"":false},{""text"":""14,130"",""correct"":false},{""text"":""12,130"",""correct"":false}]","130 × 101 = 130 × 100 + 130 × 1 = 13,000 + 130 = 13,130. So 13,130 is correct. The other options are too small or too large.","{""questionNumber"":""Q12"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
13,tvmx5m1-sam10bo-lscm31fgv-q13-mcq,Q13,mcq,A game shelf holds 108 puzzle boxes. Each box has 112 pieces. Choose the total number of pieces.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""12,096"",""correct"":true},{""text"":""12,196"",""correct"":false},{""text"":""11,096"",""correct"":false},{""text"":""12,006"",""correct"":false}]","Brilliant! 108 × 112 = 12,096 pieces. You picked the correct total.","{""questionNumber"":""Q13"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
14,tvmx5m1-sam10bo-lscm31fgv-q14-mcq,Q14,mcq,Look at the product 125 × 105. Decide which answer is correct.,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,easy,1,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""13,125"",""correct"":true},{""text"":""13,025"",""correct"":false},{""text"":""12,125"",""correct"":false},{""text"":""13,225"",""correct"":false}]","You did it! 125 × 105 = 13,125. That is the correct product.","{""questionNumber"":""Q14"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multiplication""}"
15,tvmx5m1-sam10bo-lscm31fgv-q15-mcq,Q15,mcq,Choose the equation that matches the Vedic vertically and crosswise steps for 121 × 132. The middle part should be found by 1×3 + 2×2 + 1×1. Which final answer is correct?,Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,medium,3,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""15,972"",""correct"":true},{""text"":""14,972"",""correct"":false},{""text"":""16,082"",""correct"":false},{""text"":""15,872"",""correct"":false}]","Great job! Using vertically and crosswise gives 2, then 5, then 9, then 5, then 1, so the product is 15,972. The other answers come from missing a crosswise part or carrying wrongly.","{""questionNumber"":""Q15"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""multi_step_application""}"
16,tvmx5m1-sam10bo-lscm31fgv-q16-mcq,Q16,mcq,"For 112 × 123, the vertically and crosswise parts from right to left are 2×3=6, (1×3 + 2×2)=7, (1×3 + 1×2 + 2×1)=7, (1×2 + 1×1)=3, and 1×1=1. Which final product is correct after carrying?",Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,medium,3,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""13,776"",""correct"":true},{""text"":""13,676"",""correct"":false},{""text"":""12,776"",""correct"":false},{""text"":""13,786"",""correct"":false}]","Reading the parts from left to right gives 1 | 3 | 7 | 7 | 6. Each part is less than 10, so no carrying changes any digit. Therefore, 112 × 123 = 13,776. The other options change one of the place values even though the calculated parts are 1, 3, 7, 7, and 6.","{""questionNumber"":""Q16"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""representation_translation""}"
17,tvmx5m1-sam10bo-lscm31fgv-q17-mcq,Q17,mcq,"For 111 × 114, the Vedic vertically and crosswise parts from right to left are 1×4=4, (1×4 + 1×1)=5, (1×4 + 1×1 + 1×1)=6, (1×1 + 1×1)=2, and 1×1=1. What product do these parts give?",Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Understanding,medium,3,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""12,654"",""correct"":true},{""text"":""12,344"",""correct"":false},{""text"":""13,654"",""correct"":false},{""text"":""12,554"",""correct"":false}]","Reading the Vedic parts from left to right gives 1, 2, 6, 5, 4, so the product is 12,654. No carrying is needed because each part is already a single digit. The other choices change one of the middle digits and do not match the parts shown.","{""questionNumber"":""Q17"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""which_statement""}"
18,tvmx5m1-sam10bo-lscm31fgv-q18-mcq,Q18,mcq,"A sticker shop packs 124 shiny stickers in each box. It sends 131 boxes to a fair. Using the Vedic vertically and crosswise method, which total number of stickers should be chosen?",Maths,4,Vedic Mathematics,Advanced Multiplication,Students can multiply 3-digit numbers using Vedic vertically and crosswise method,Applying,medium,3,"MCQ for Grade 4 Vedic Mathematics: Advanced Multiplication, aligned to Students can multiply 3-digit numbers using Vedic vertically and crosswise method.","[{""text"":""16,244"",""correct"":true},{""text"":""15,244"",""correct"":false},{""text"":""16,144"",""correct"":false},{""text"":""16,254"",""correct"":false}]","Super work! 124 boxes of 131 gives 16,244 stickers. The other answers are from small carrying or digit-mixing mistakes.","{""questionNumber"":""Q18"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Vedic Mathematics"",""subtopic"":""Advanced Multiplication"",""learning_objective"":""Students can multiply 3-digit numbers using Vedic vertically and crosswise method"",""focus"":""context_interpretation""}"
