rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tpf1ndn-stp1qzl-lscptu7up-q1-mcq,Q1,mcq,"Choose the correct result for this fair coin game: if a coin is flipped 20 times, about how many flips should be heads?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Applying,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""5"",""correct"":false},{""text"":""10"",""correct"":true},{""text"":""15"",""correct"":false},{""text"":""20"",""correct"":false}]","Great job! A fair coin has 2 equal outcomes, so heads should happen about half the time. Half of 20 is 10.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""expected frequency from a fair coin""}"
2,tpf1ndn-stp1qzl-lscptu7up-q2-mcq,Q2,mcq,"Select the true statement about rolling a fair number cube 60 times. One face, like 4, should appear about...",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Understanding,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""10 times"",""correct"":true},{""text"":""20 times"",""correct"":false},{""text"":""30 times"",""correct"":false},{""text"":""60 times"",""correct"":false}]","Nice thinking! A fair number cube has 6 equal faces, so each face appears about 1 out of 6 times. 60 ÷ 6 = 10.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""expected frequency from a fair six-sided die""}"
3,tpf1ndn-stp1qzl-lscptu7up-q3-mcq,Q3,mcq,"A bag has only 8 red marbles and 8 blue marbles. A marble is picked, then put back, 40 times. About how many times should blue be picked?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Applying,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""10"",""correct"":false},{""text"":""20"",""correct"":true},{""text"":""30"",""correct"":false},{""text"":""40"",""correct"":false}]",Well done! Red and blue are equally likely because there are the same number of each. Half of 40 is 20.,"{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""expected frequency from a fair two-outcome event""}"
4,tpf1ndn-stp1qzl-lscptu7up-q4-mcq,Q4,mcq,"A fair spinner has 4 equal parts: red, yellow, green, and blue. If it is spun 40 times, about how many times should red appear?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Understanding,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""About 40 times"",""correct"":false},{""text"":""About 20 times"",""correct"":false},{""text"":""About 10 times"",""correct"":true},{""text"":""About 4 times"",""correct"":false}]","Red is 1 of the 4 equal parts, so it should happen about 1/4 of the time. 1/4 of 40 is 10. The other choices would mean red happens all the time, half the time, or far less than 1/4 of the time.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""comparing expected frequency on equal spinner sections""}"
5,tpf1ndn-stp1qzl-lscptu7up-q5-mcq,Q5,mcq,"Choose the equation that matches this toy surprise box game: a fair spinner has 5 equal sections, and the star section is expected to appear 12 times. How many spins were there?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Applying,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""12 × 5 = 60"",""correct"":true},{""text"":""12 + 5 = 17"",""correct"":false},{""text"":""12 - 5 = 7"",""correct"":false},{""text"":""12 ÷ 5 = 2.4"",""correct"":false}]",Excellent! One section out of 5 means the total spins are 5 groups of 12. So 12 × 5 = 60.,"{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""reverse expected frequency with equal sections""}"
6,tpf1ndn-stp1qzl-lscptu7up-q6-mcq,Q6,mcq,"Pick the correct number for this puppy coin toss game: if a fair coin is flipped 50 times, about how many tails should happen?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Applying,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""25"",""correct"":true},{""text"":""10"",""correct"":false},{""text"":""35"",""correct"":false},{""text"":""50"",""correct"":false}]",Super work! Tails should happen about half the time on a fair coin. Half of 50 is 25.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""expected frequency from a fair coin""}"
7,tpf1ndn-stp1qzl-lscptu7up-q7-mcq,Q7,mcq,"A fair spinner has 3 equal parts. If it is spun 30 times, about how many times should each part appear?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Understanding,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""About 30 times"",""correct"":false},{""text"":""About 15 times"",""correct"":false},{""text"":""About 10 times"",""correct"":true},{""text"":""About 3 times"",""correct"":false}]","There are 3 equal parts, so each part should appear about 1/3 of the time. 30 ÷ 3 = 10. The other answers do not match one third of 30.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""expected frequency from three equal outcomes""}"
8,tpf1ndn-stp1qzl-lscptu7up-q8-mcq,Q8,mcq,"A jar has 6 strawberry sweets and 6 lemon sweets. One sweet is picked, then put back, 24 times. About how many lemon sweets should be picked?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Applying,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""6"",""correct"":false},{""text"":""12"",""correct"":true},{""text"":""18"",""correct"":false},{""text"":""24"",""correct"":false}]","Lovely job! Strawberry and lemon are equally likely, so lemon should be picked about half the time. Half of 24 is 12.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""expected frequency from equal groups with replacement""}"
9,tpf1ndn-stp1qzl-lscptu7up-q9-mcq,Q9,mcq,Look at the game below and choose the correct judgment. A fair coin is flipped 100 times. Heads should happen about...,Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Understanding,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""50 times"",""correct"":true},{""text"":""100 times"",""correct"":false},{""text"":""75 times"",""correct"":false},{""text"":""10 times"",""correct"":false}]","Nice work! Heads is one of 2 equal outcomes on a fair coin, so it should happen about half the time. Half of 100 is 50.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""judging expected frequency from many fair coin flips""}"
10,tpf1ndn-stp1qzl-lscptu7up-q10-mcq,Q10,mcq,"What does this result tell us about a fair dice game at the playground? If the number 6 is expected 5 times, how many rolls were made?",Maths,4,Probability & Fractions,Theoretical Probability,Students can predict the frequency of outcomes in repeated trials,Applying,easy,1,"MCQ for Grade 4 Probability & Fractions: Theoretical Probability, aligned to Students can predict the frequency of outcomes in repeated trials.","[{""text"":""11 rolls"",""correct"":false},{""text"":""25 rolls"",""correct"":false},{""text"":""30 rolls"",""correct"":true},{""text"":""60 rolls"",""correct"":false}]","Fantastic! A 6 on a fair die happens about 1 out of 6 times. If that is 5 times, the total is 5 × 6 = 30 rolls.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Probability & Fractions"",""subtopic"":""Theoretical Probability"",""learning_objective"":""Students can predict the frequency of outcomes in repeated trials"",""focus"":""reverse expected frequency for one die face""}"
