rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tfps1hnq-smsmpkpdj-lscea1cvx-q1-mcq,Q1,mcq,Choose the correct result for $3.25 + $1.50 at the toy shop.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Applying,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$4.75"",""correct"":true},{""text"":""$4.65"",""correct"":false},{""text"":""$3.75"",""correct"":false},{""text"":""$5.25"",""correct"":false}]",Great job! $3.25 + $1.50 = $4.75. Line up the decimal points carefully.,"{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""add money amounts in decimal form""}"
2,tfps1hnq-smsmpkpdj-lscea1cvx-q2-mcq,Q2,mcq,What amount of money is written as $6.40?,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Understanding,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""6 dollars and 40 cents"",""correct"":true},{""text"":""64 dollars and 0 cents"",""correct"":false},{""text"":""6 dollars and 4 cents"",""correct"":false},{""text"":""40 dollars and 6 cents"",""correct"":false}]","$6.40 means 6 whole dollars and 40 cents. The digits after the decimal show cents, so .40 is 40 cents, not 4 cents. That is why 6 dollars and 40 cents is correct.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""read decimal money notation""}"
3,tfps1hnq-smsmpkpdj-lscea1cvx-q3-mcq,Q3,mcq,A puppy sticker costs $2.35 and a star sticker costs $0.60. Choose the total price.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Applying,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$2.95"",""correct"":true},{""text"":""$2.85"",""correct"":false},{""text"":""$2.75"",""correct"":false},{""text"":""$3.05"",""correct"":false}]",Well done! $2.35 + $0.60 = $2.95. You added the cents and dollars correctly.,"{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""add money amounts with dollars and cents""}"
4,tfps1hnq-smsmpkpdj-lscea1cvx-q4-mcq,Q4,mcq,Decide which comparison is correct for these money amounts: $4.50 and $4.05.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Analyzing,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$4.50 > $4.05"",""correct"":true},{""text"":""$4.50 < $4.05"",""correct"":false},{""text"":""$4.50 = $4.05"",""correct"":false},{""text"":""$4.50 and $4.05 cannot be compared"",""correct"":false}]","Excellent! Both have 4 dollars, but 50 cents is more than 5 cents, so $4.50 is greater.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""compare decimal money amounts""}"
5,tfps1hnq-smsmpkpdj-lscea1cvx-q5-mcq,Q5,mcq,Choose the equation that matches buying a snack for $1.20 and a juice for $2.30.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Understanding,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$1.20 + $2.30 = $3.50"",""correct"":true},{""text"":""$1.20 + $2.30 = $2.50"",""correct"":false},{""text"":""$2.30 - $1.20 = $3.50"",""correct"":false},{""text"":""$1.20 + $2.30 = $4.50"",""correct"":false}]",Super work! Buying both means add the prices: $1.20 + $2.30 = $3.50.,"{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""represent a money situation with an equation""}"
6,tfps1hnq-smsmpkpdj-lscea1cvx-q6-mcq,Q6,mcq,Pick the correct value of $5.00 - $1.75 for a pack of crayons.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Applying,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$3.25"",""correct"":true},{""text"":""$4.25"",""correct"":false},{""text"":""$3.35"",""correct"":false},{""text"":""$2.25"",""correct"":false}]",You’ve got it! $5.00 - $1.75 = $3.25. Careful subtraction gives the right answer.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""subtract money amounts in decimal form""}"
7,tfps1hnq-smsmpkpdj-lscea1cvx-q7-mcq,Q7,mcq,Choose the sentence that is correct about $0.89.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Understanding,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$0.89 is 89 cents."",""correct"":true},{""text"":""$0.89 is 8 dollars and 9 cents."",""correct"":false},{""text"":""$0.89 is 9 cents."",""correct"":false},{""text"":""$0.89 is 890 cents."",""correct"":false}]","Great! $0.89 means 0 dollars and 89 cents, so it is 89 cents.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""interpret cents in decimal notation""}"
8,tfps1hnq-smsmpkpdj-lscea1cvx-q8-mcq,Q8,mcq,A game booth ticket costs $3.10. A child pays with $4.00. Choose the change.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Applying,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$0.90"",""correct"":true},{""text"":""$1.10"",""correct"":false},{""text"":""$0.80"",""correct"":false},{""text"":""$1.90"",""correct"":false}]",Nice job! Change means subtract: $4.00 - $3.10 = $0.90.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""subtract to find change""}"
9,tfps1hnq-smsmpkpdj-lscea1cvx-q9-mcq,Q9,mcq,Look at the money amounts $2.07 and $2.70. Decide which comparison is correct.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Analyzing,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$2.07 < $2.70"",""correct"":true},{""text"":""$2.07 > $2.70"",""correct"":false},{""text"":""$2.07 = $2.70"",""correct"":false},{""text"":""$2.07 and $2.70 are both 27 cents"",""correct"":false}]","Fantastic! Both have 2 dollars, and 7 cents is less than 70 cents, so $2.07 is smaller.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""compare decimal amounts with same dollar part""}"
10,tfps1hnq-smsmpkpdj-lscea1cvx-q10-mcq,Q10,mcq,Choose the equation that matches a toy robot for $7.25 with a $1.00 discount.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Understanding,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$7.25 - $1.00 = $6.25"",""correct"":true},{""text"":""$7.25 + $1.00 = $6.25"",""correct"":false},{""text"":""$7.25 - $1.00 = $7.15"",""correct"":false},{""text"":""$7.25 + $1.00 = $8.00"",""correct"":false}]","Wonderful! A discount means subtract, so $7.25 - $1.00 = $6.25.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""represent subtraction of money with an equation""}"
11,tfps1hnq-smsmpkpdj-lscea1cvx-q11-mcq,Q11,mcq,Pick the correct result for $8.40 + $0.35 at the snack stand.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Applying,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$8.75"",""correct"":true},{""text"":""$8.65"",""correct"":false},{""text"":""$8.45"",""correct"":false},{""text"":""$9.75"",""correct"":false}]",Great adding! $8.40 + $0.35 = $8.75. The cents make 75 cents altogether.,"{""questionNumber"":""Q11"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""add decimal money amounts""}"
12,tfps1hnq-smsmpkpdj-lscea1cvx-q12-mcq,Q12,mcq,Decide which claim about $9.05 is true.,Maths,4,Financial Problem Solving,Multi-Step Money Problems,Students can express amounts in decimal form and operate on them,Understanding,easy,1,"MCQ for Grade 4 Financial Problem Solving: Multi-Step Money Problems, aligned to Students can express amounts in decimal form and operate on them.","[{""text"":""$9.05 is 9 dollars and 5 cents."",""correct"":true},{""text"":""$9.05 is 9 dollars and 50 cents."",""correct"":false},{""text"":""$9.05 is 95 dollars."",""correct"":false},{""text"":""$9.05 is 90 dollars and 5 cents."",""correct"":false}]",Brilliant! $9.05 means 9 dollars and 5 cents. The zero shows there are no tens of cents.,"{""questionNumber"":""Q12"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Financial Problem Solving"",""subtopic"":""Multi-Step Money Problems"",""learning_objective"":""Students can express amounts in decimal form and operate on them"",""focus"":""read decimal money amounts with zero in tenths place""}"
