rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tf4iq5-scofspgf-lscoa1l13-q1-mcq,Q1,mcq,"On a number line, four fractions are placed from left to right. The second fraction is exactly 1/2. The last fraction is 5/6. The third fraction is greater than 1/2 but less than 3/4 and is closer to 3/4 than to 1/2. The first fraction is less than 1/3 but greater than 1/5. Which ordered set fits all the clues?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Analyzing,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""1/4, 1/2, 2/3, 5/6"",""correct"":true},{""text"":""1/6, 1/2, 2/3, 5/6"",""correct"":false},{""text"":""1/4, 1/2, 3/5, 5/6"",""correct"":false},{""text"":""1/4, 2/3, 1/2, 5/6"",""correct"":false}]","The correct set is 1/4, 1/2, 2/3, 5/6. First, 1/4 is less than 1/3 and greater than 1/5, so it fits the first clue. Second, 1/2 is exactly the second fraction. Third, 2/3 is between 1/2 and 3/4, and it is closer to 3/4 because 3/4 - 2/3 = 1/12 while 2/3 - 1/2 = 1/6. Last, 5/6 is the greatest. Option B fails because 1/6 is not greater than 1/5. Option C fails because 3/5 is closer to 1/2 than to 3/4. Option D fails because the second fraction is not 1/2.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""multi_constraint_problem""}"
2,tf4iq5-scofspgf-lscoa1l13-q2-mcq,Q2,mcq,"Fractions 2/4, 3/5, 4/8, and 5/10 are placed on a number line. Which statement is correct and uses valid reasoning?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Evaluating,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""2/4, 4/8, and 5/10 are all equal, so they land at the same point, and that point is to the left of 3/5."",""correct"":true},{""text"":""3/5 is between 2/4 and 4/8 because the denominator 5 is between 4 and 8."",""correct"":false},{""text"":""4/8 is greater than 5/10 because 8 is greater than 10."",""correct"":false},{""text"":""2/4 is the smallest because fractions with larger denominators are always smaller."",""correct"":false}]","2/4 = 1/2, 4/8 = 1/2, and 5/10 = 1/2, so these three fractions land at the same point on the number line. Also, 3/5 = 0.6, which is greater than 1/2 = 0.5, so 3/5 is to the right of them. That makes the first statement correct. The other options use denominator-only comparisons, which do not correctly compare fractions with different numerators and denominators.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""evaluate_a_claim""}"
3,tf4iq5-scofspgf-lscoa1l13-q3-mcq,Q3,mcq,"An order from smallest to greatest is written as 1/6, 2/3, 1/2, 3/4, 5/6. Which option identifies the first error and gives the correct order from that point on?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Analyzing,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""The first error is placing 2/3 before 1/2. From there, the order should be 1/2, 2/3, 3/4, 5/6."",""correct"":true},{""text"":""The first error is placing 3/4 before 5/6. From there, the order should be 5/6, 3/4."",""correct"":false},{""text"":""The first error is placing 1/6 first. From there, the order should be 1/2, 1/6, 2/3, 3/4, 5/6."",""correct"":false},{""text"":""There is no error because all the fractions have different denominators."",""correct"":false}]","1/6 is correctly first because it is much less than the other fractions. The first mistake happens next: 1/2 should come before 2/3. Using sixths, 1/2 = 3/6 and 2/3 = 4/6, so 1/2 < 2/3. After that, 3/4 and 5/6 are already in the correct order because 3/4 = 9/12 and 5/6 = 10/12, so 3/4 < 5/6. Therefore the correct order from the first error onward is 1/2, 2/3, 3/4, 5/6.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""find_the_error""}"
4,tf4iq5-scofspgf-lscoa1l13-q4-mcq,Q4,mcq,Which comparison correctly compares 4/6 and 2/6?,Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Understanding,easy,1,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""4/6 < 2/6"",""correct"":false},{""text"":""4/6 = 2/6"",""correct"":false},{""text"":""4/6 > 2/6"",""correct"":true},{""text"":""4/6 is one whole"",""correct"":false}]","Both fractions have the same denominator, so compare the numerators. Since 4 is greater than 2, 4/6 is greater than 2/6. That makes 4/6 > 2/6 true, while the less than and equal statements are false.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""comparing fractions with the same denominator""}"
5,tf4iq5-scofspgf-lscoa1l13-q5-mcq,Q5,mcq,"Three methods are suggested for deciding which fraction is in the middle when 3/8, 1/2, and 5/8 are placed on a number line. Which method is valid?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Evaluating,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""Rewrite 1/2 as 4/8. Then compare 3/8, 4/8, and 5/8, so 1/2 is the middle fraction."",""correct"":true},{""text"":""Choose 5/8 because it has the greatest numerator, and the middle fraction should have the greatest numerator among the three."",""correct"":false},{""text"":""Choose 3/8 because it already has denominator 8, so it must be easiest to place and therefore must be in the middle."",""correct"":false},{""text"":""Choose 1/2 because the denominator 2 is halfway between the numerators 3 and 5."",""correct"":false}]","The valid method is to rewrite 1/2 as 4/8. Then all three fractions have the same denominator: 3/8, 4/8, and 5/8. Since 4/8 is between 3/8 and 5/8, 1/2 is the middle fraction. The other methods do not compare the values of the fractions correctly. A greater numerator alone does not decide order when denominators differ, and the denominator 2 is not used that way to find a middle value.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""compare_methods""}"
6,tf4iq5-scofspgf-lscoa1l13-q6-mcq,Q6,mcq,Four fractions are listed from least to greatest on a number line. The first fraction is greater than 1/10 and less than 1/4. The second fraction is equal to 2/4. The third fraction is between 1/2 and 3/4 and is exactly halfway between them. The last fraction is greater than 3/4 but less than 1. Which list fits all the clues?,Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Analyzing,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""1/8, 1/2, 5/8, 7/8"",""correct"":true},{""text"":""1/5, 1/2, 2/3, 7/8"",""correct"":false},{""text"":""1/8, 2/4, 7/10, 3/4"",""correct"":false},{""text"":""1/8, 3/4, 1/2, 7/8"",""correct"":false}]","Check each clue carefully. In the correct list, 1/8 is greater than 1/10 and less than 1/4. The second fraction, 1/2, is equal to 2/4. The third fraction, 5/8, is between 1/2 and 3/4. Since 1/2 = 4/8 and 3/4 = 6/8, 5/8 is exactly halfway between them. The last fraction, 7/8, is greater than 3/4 and less than 1. Option B fails because 2/3 is not exactly halfway between 1/2 and 3/4. Option C fails because 3/4 is not greater than 3/4. Option D fails because the second fraction is not equal to 2/4 and the order is not least to greatest.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""reverse_reasoning""}"
7,tf4iq5-scofspgf-lscoa1l13-q7-mcq,Q7,mcq,"Choose the sentence that is correct about 1/8, 4/8, and 7/8 on a number line.",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Understanding,easy,1,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""7/8 is between 1/8 and 4/8"",""correct"":false},{""text"":""1/8 is greater than 7/8"",""correct"":false},{""text"":""4/8 is between 1/8 and 7/8"",""correct"":true},{""text"":""1/8 is to the right of 7/8"",""correct"":false}]","You’re doing great! On the number line, 1/8 comes first, 4/8 is in the middle, and 7/8 is last.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""describing order of fractions""}"
8,tf4iq5-scofspgf-lscoa1l13-q8-mcq,Q8,mcq,"A number line shows these fractions from left to right as 1/4, 1/2, 3/8, 5/8, 7/8. Which option identifies the earliest mistake and gives the correct order from that point on?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Analyzing,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""The first mistake is placing 1/2 before 3/8. From that point on, the order should be 3/8, 1/2, 5/8, 7/8."",""correct"":true},{""text"":""The first mistake is placing 7/8 last. From that point on, the order should be 5/8, 7/8."",""correct"":false},{""text"":""The first mistake is placing 1/4 first. From that point on, the order should be 1/2, 1/4, 3/8, 5/8, 7/8."",""correct"":false},{""text"":""The first mistake is placing 5/8 before 7/8. From that point on, the order should be 7/8, 5/8."",""correct"":false}]","Rewrite 1/2 as 4/8. Then compare the fractions in eighths: 1/4 = 2/8, 3/8, 4/8, 5/8, 7/8. So the correct order is 1/4, 3/8, 1/2, 5/8, 7/8. The earliest mistake is placing 1/2 before 3/8. The other options change parts that are already correct: 7/8 does belong last, 1/4 does belong first, and 5/8 does belong before 7/8.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""find_the_error""}"
9,tf4iq5-scofspgf-lscoa1l13-q9-mcq,Q9,mcq,"Two comparison methods for 2/8, 1/4, 3/8, and 1/2 are shown below.

Method R: 2/8 and 1/4 are equal, so they land together to the left of 3/8, and 1/2 is to the right of 3/8.
Method S: 1/4 must be first by itself because 4 is less than 8.

Which answer is best?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Evaluating,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""Method R is correct because 2/8 = 1/4, both are less than 3/8, and 3/8 is less than 1/2."",""correct"":true},{""text"":""Method S is correct because a smaller denominator always means the fraction is smaller."",""correct"":false},{""text"":""Both methods are correct because the fractions are all written differently."",""correct"":false},{""text"":""Neither method is correct because 3/8 is equal to 1/2."",""correct"":false}]","Method R is correct. Since 2/8 simplifies to 1/4, those two fractions are equal and land at the same point on the number line. Also, 3/8 is greater than 2/8, and 1/2 = 4/8, so 3/8 is less than 1/2. That gives the order 2/8 and 1/4 together, then 3/8, then 1/2. Method S is wrong because denominator size alone does not decide the order. Option C is wrong because different-looking fractions can still be equal. Option D is wrong because 3/8 and 1/2 are not equal.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""compare_methods""}"
10,tf4iq5-scofspgf-lscoa1l13-q10-mcq,Q10,mcq,"Four fractions are placed from least to greatest on a number line. One fraction is exactly 1/2, one is less than 1/2 but closer to 1/2 than to 0, one is more than 1/2 but closer to 1/2 than to 4/5, and the greatest fraction is 4/5. Which ordered list matches all the clues?",Maths,4,Fractions,Comparing & Ordering Fractions,Students can order a set of fractions on a number line,Analyzing,hard,4,"MCQ for Grade 4 Fractions: Comparing & Ordering Fractions, aligned to Students can order a set of fractions on a number line.","[{""text"":""2/5, 1/2, 3/5, 4/5"",""correct"":true},{""text"":""1/3, 1/2, 2/3, 4/5"",""correct"":false},{""text"":""2/5, 3/5, 1/2, 4/5"",""correct"":false},{""text"":""1/2, 2/5, 3/5, 4/5"",""correct"":false}]","The correct list is 2/5, 1/2, 3/5, 4/5. The exact half is 1/2. The fraction just less than 1/2 should still be closer to 1/2 than to 0, and 2/5 works because it is only 1/10 away from 1/2. The fraction just more than 1/2 should be closer to 1/2 than to 4/5, and 3/5 works because it is 1/10 away from 1/2 and 1/5 away from 4/5. Option B fails because 1/3 is farther from 1/2 than 2/5 is, so it does not match the clue as well. Options C and D fail because they do not keep the fractions in least-to-greatest order.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Fractions"",""subtopic"":""Comparing & Ordering Fractions"",""learning_objective"":""Students can order a set of fractions on a number line"",""focus"":""multi_constraint_problem""}"
