rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tddi6yl9-sft2rll-lsccau1gg-q1-mcq,Q1,mcq,"Choose the correct result for this puppy-toy list puzzle. The toys played with were: ball, bone, ball, rope, bone, ball, frisbee, rope, ball, bone. A frequency table was started as ball = 4, bone = 3, rope = 2, frisbee = 2. The table must also match the list and have a total of 10 toys counted. Which row is wrong and what should it be?",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Analyzing,hard,4,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""The rope row is wrong; it should be 1."",""correct"":false},{""text"":""The frisbee row is wrong; it should be 1."",""correct"":true},{""text"":""The bone row is wrong; it should be 2."",""correct"":false},{""text"":""The ball row is wrong; it should be 3."",""correct"":false}]","Nice careful checking! In the list, ball appears 4 times, bone 3 times, rope 2 times, and frisbee 1 time. So only the frisbee row is wrong. Some answers come from forgetting to count every toy in the list.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""find_the_error""}"
2,tddi6yl9-sft2rll-lsccau1gg-q2-mcq,Q2,mcq,"Select the true statement about this frequency table of sticker colors: Red = 4, Blue = 2, Green = 5, Yellow = 1.",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Understanding,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""Blue appears 5 times."",""correct"":false},{""text"":""Yellow appears 1 time."",""correct"":true},{""text"":""Red appears 2 times."",""correct"":false},{""text"":""Green appears 4 times."",""correct"":false}]","Nice job! Yellow has a frequency of 1, so that sentence is correct.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Interpret a simple frequency table statement""}"
3,tddi6yl9-sft2rll-lsccau1gg-q3-mcq,Q3,mcq,"A box of safari stickers has this list: lion, tiger, lion, zebra, monkey, lion, zebra, tiger, lion, monkey. Two more stickers will be added. After that, the completed frequency table must have exactly one animal with frequency 4, exactly two animals with frequency 3, and exactly one animal with frequency 2. Choose the pair of stickers that must be added.",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Analyzing,hard,4,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""tiger and monkey"",""correct"":true},{""text"":""zebra and monkey"",""correct"":false},{""text"":""lion and tiger"",""correct"":false},{""text"":""zebra and zebra"",""correct"":false}]","You can do this! First count the list: lion 4, tiger 2, zebra 2, monkey 2. We need final counts of 4, 3, 3, and 2. So lion must stay 4, two of the 2s must become 3, and one 2 must stay 2. That means adding tiger and monkey. The other choices change the pattern the wrong way.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""multi_constraint_problem""}"
4,tddi6yl9-sft2rll-lsccau1gg-q4-mcq,Q4,mcq,"Compare the two frequency tables made from this playground list: swing, slide, swing, climb, swing, slide, see-saw, climb, swing, climb, slide. Table P says swing 4, slide 3, climb 3, see-saw 1. Table Q says swing 4, slide 2, climb 4, see-saw 1. The correct table must match every count and the total number of activities. Choose the best judgment.",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Evaluating,hard,4,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""Table P is correct because it matches the list and totals 11."",""correct"":true},{""text"":""Table Q is correct because swing and climb are both the most common."",""correct"":false},{""text"":""Both tables are correct because they both total 11."",""correct"":false},{""text"":""Neither table is correct because see-saw should be 2."",""correct"":false}]","Excellent comparing! Count the list: swing 4, slide 3, climb 3, see-saw 1. That matches Table P exactly. Table Q still totals 11, but two rows are wrong. A correct total alone is not enough.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""compare_methods""}"
5,tddi6yl9-sft2rll-lsccau1gg-q5-mcq,Q5,mcq,"Choose the frequency table entry that matches this list of sweets: lolly, gum, lolly, chocolate, gum, lolly. How many lollies are there?",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Applying,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""1"",""correct"":false},{""text"":""2"",""correct"":false},{""text"":""3"",""correct"":true},{""text"":""4"",""correct"":false}]","You’ve got it! Lolly appears 3 times, so the table entry is 3.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Match data to a frequency value""}"
6,tddi6yl9-sft2rll-lsccau1gg-q6-mcq,Q6,mcq,"Pick the correct value for the frequency of 5 in this number list: 5, 1, 5, 2, 3, 5, 4.",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Knowing,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""2"",""correct"":false},{""text"":""3"",""correct"":true},{""text"":""4"",""correct"":false},{""text"":""5"",""correct"":false}]",Great job! The number 5 appears 3 times.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Count repeated numbers in data""}"
7,tddi6yl9-sft2rll-lsccau1gg-q7-mcq,Q7,mcq,"Choose the sentence that is correct about this frequency table of playground games: Tag = 6, Hopscotch = 2, Skip = 4.",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Understanding,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""Skip appears 2 times."",""correct"":false},{""text"":""Tag appears 6 times."",""correct"":true},{""text"":""Hopscotch appears 4 times."",""correct"":false},{""text"":""Tag appears 5 times."",""correct"":false}]","Excellent! Tag has a frequency of 6, so that sentence is true.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Read a true sentence from a frequency table""}"
8,tddi6yl9-sft2rll-lsccau1gg-q8-mcq,Q8,mcq,"A toy box has these balls: red, blue, red, green, red, blue. Choose the frequency of blue.",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Knowing,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""1"",""correct"":false},{""text"":""2"",""correct"":true},{""text"":""3"",""correct"":false},{""text"":""4"",""correct"":false}]",Nice work! Blue appears 2 times in the list.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Count a category in a simple list""}"
9,tddi6yl9-sft2rll-lsccau1gg-q9-mcq,Q9,mcq,"A frequency table shows these cupcake flavors: Vanilla = 3, Chocolate = 5, Strawberry = 1. Which statement correctly compares the frequencies in the table?",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Understanding,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""Vanilla has more than Chocolate."",""correct"":false},{""text"":""Strawberry has more than Vanilla."",""correct"":false},{""text"":""Chocolate has more than Vanilla."",""correct"":true},{""text"":""Vanilla and Strawberry are equal."",""correct"":false}]","Chocolate has frequency 5 and vanilla has frequency 3, so chocolate has more than vanilla. Strawberry has only 1, so it does not have more than vanilla, and vanilla and strawberry are not equal.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Compare categories by frequency""}"
10,tddi6yl9-sft2rll-lsccau1gg-q10-mcq,Q10,mcq,"Choose the table entry that matches this list of animal stickers: star, heart, star, moon, star. How many star stickers are there?",Maths,4,Data Display & Interpretation,Frequency Tables,Students can construct and interpret a frequency table,Applying,easy,1,"MCQ for Grade 4 Data Display & Interpretation: Frequency Tables, aligned to Students can construct and interpret a frequency table.","[{""text"":""1"",""correct"":false},{""text"":""2"",""correct"":false},{""text"":""3"",""correct"":true},{""text"":""4"",""correct"":false}]","Fantastic! Star appears 3 times, so the correct entry is 3.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Data Display & Interpretation"",""subtopic"":""Frequency Tables"",""learning_objective"":""Students can construct and interpret a frequency table"",""focus"":""Use a list to fill a frequency table value""}"
