rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tlrr37e-snp1vcf-lscsm1mnx-q1-mcq,Q1,mcq,"Choose the correct value for the missing number in this sticker magic square. Every row adds to 15. The top row is 8, 1, 6. The middle row is 3, 5, 7. The bottom row is 4, 9, and one missing number.",Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""1"",""correct"":false},{""text"":""2"",""correct"":true},{""text"":""3"",""correct"":false},{""text"":""5"",""correct"":false}]","Great job noticing the row total! The bottom row needs 4 + 9 + 2 = 15, so 2 is correct. The other numbers do not make 15.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""Find a missing number from a row total in a magic square""}"
2,tlrr37e-snp1vcf-lscsm1mnx-q2-mcq,Q2,mcq,"Which rows in this number square add to 18?
Top row: 7, 6, 5
Middle row: 8, 4, 6
Bottom row: 3, 8, 7",Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Understanding,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""Only the top row"",""correct"":false},{""text"":""The top and middle rows only"",""correct"":false},{""text"":""All three rows"",""correct"":true},{""text"":""No rows"",""correct"":false}]","Add each row: top row 7 + 6 + 5 = 18, middle row 8 + 4 + 6 = 18, and bottom row 3 + 8 + 7 = 18. Since every row totals 18, the correct answer is all three rows. The other choices are not correct because they leave out rows that also add to 18.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""Check a stated row total in a number square""}"
3,tlrr37e-snp1vcf-lscsm1mnx-q3-mcq,Q3,mcq,"A puppy treasure map shows a number puzzle. Each row must have the same total. One row has 6, 5, and 4. Another row has 7, 3, and 5. Pick the total that matches both rows.",Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""13"",""correct"":false},{""text"":""14"",""correct"":false},{""text"":""15"",""correct"":true},{""text"":""16"",""correct"":false}]","You’ve got it! 6 + 5 + 4 = 15 and 7 + 3 + 5 = 15, so the matching total is 15. Well done spotting the same total in both rows!","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""Identify the common total of two puzzle rows""}"
4,tlrr37e-snp1vcf-lscsm1mnx-q4-mcq,Q4,mcq,"Look at the playground puzzle check below and choose the first mistake.
The puzzle says every row, column, and diagonal should add to 15.
Rows are:
8, 1, 6
3, 5, 7
4, 9, 2
Check steps:
Step 1: Top row is 8 + 1 + 6 = 15.
Step 2: Left column is 8 + 3 + 4 = 14.
Step 3: So the puzzle is not magic.",Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Analyzing,hard,4,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""Step 1 is the first mistake, because the top row is 14."",""correct"":false},{""text"":""Step 2 is the first mistake, because 8 + 3 + 4 = 15."",""correct"":true},{""text"":""Step 3 is the first mistake, because a magic square does not need columns."",""correct"":false},{""text"":""There is no mistake. The puzzle is not magic."",""correct"":false}]","Excellent work! Step 1 is correct. Step 2 is the first mistake because 8 + 3 + 4 = 15, not 14. So Step 3 is wrong too, but Step 2 is where the error starts. You checked the numbers very carefully!","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""find_the_error""}"
5,tlrr37e-snp1vcf-lscsm1mnx-q5-mcq,Q5,mcq,"Choose the equation that matches this number puzzle: a row has 6 and 1, and the whole row must make 15.",Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""6 + 1 + 8 = 15"",""correct"":true},{""text"":""6 + 1 + 7 = 15"",""correct"":false},{""text"":""6 + 1 + 9 = 15"",""correct"":false},{""text"":""6 + 1 + 6 = 15"",""correct"":false}]","Great! Since 6 + 1 = 7, the missing number must be 8 to make 15.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""equation from row total""}"
6,tlrr37e-snp1vcf-lscsm1mnx-q6-mcq,Q6,mcq,Pick the correct total for any full line in the classic 3 by 3 magic square that uses 1 to 9.,Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Knowing,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""15"",""correct"":true},{""text"":""12"",""correct"":false},{""text"":""18"",""correct"":false},{""text"":""10"",""correct"":false}]","You got it! In the classic 1 to 9 magic square, every full line adds to 15.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""magic sum recall""}"
7,tlrr37e-snp1vcf-lscsm1mnx-q7-mcq,Q7,mcq,Choose the sentence that is correct about the numbers in the classic 3 by 3 magic square.,Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Understanding,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""It uses each number from 1 to 9 one time."",""correct"":true},{""text"":""It uses only even numbers."",""correct"":false},{""text"":""It uses the number 10 in the middle."",""correct"":false},{""text"":""It repeats 5 in every row."",""correct"":false}]",Excellent! The classic magic square uses each number from 1 to 9 exactly one time.,"{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""numbers used in classic magic square""}"
8,tlrr37e-snp1vcf-lscsm1mnx-q8-mcq,Q8,mcq,A sticker puzzle has 8 and 3 in one row. The row must add to 15. Choose the missing number.,Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""4"",""correct"":true},{""text"":""5"",""correct"":false},{""text"":""2"",""correct"":false},{""text"":""6"",""correct"":false}]","Lovely work! 8 + 3 = 11, and 15 - 11 = 4. So 4 fits the puzzle.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""complete row to 15""}"
9,tlrr37e-snp1vcf-lscsm1mnx-q9-mcq,Q9,mcq,Compare the sums 2 + 5 + 8 and 4 + 5 + 6. Which statement is true?,Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Analyzing,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""They are equal."",""correct"":true},{""text"":""2 + 5 + 8 is greater."",""correct"":false},{""text"":""4 + 5 + 6 is greater."",""correct"":false},{""text"":""Both are less than 15."",""correct"":false}]","2 + 5 + 8 = 15 and 4 + 5 + 6 = 15. Since both sums are 15, they are equal. That means neither sum is greater, and they are not less than 15.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""compare equal sums""}"
10,tlrr37e-snp1vcf-lscsm1mnx-q10-mcq,Q10,mcq,"Choose the equation that matches this toy puzzle: the top row of a magic square has 8, 1, and one more number, and the row total is 15.",Maths,4,Logical Reasoning,Number Puzzles,Students can solve magic squares and number puzzles using reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Number Puzzles, aligned to Students can solve magic squares and number puzzles using reasoning.","[{""text"":""8 + 1 + 6 = 15"",""correct"":true},{""text"":""8 + 1 + 5 = 15"",""correct"":false},{""text"":""8 + 1 + 7 = 15"",""correct"":false},{""text"":""8 + 1 + 4 = 15"",""correct"":false}]","Great puzzle solving! 8 + 1 = 9, so 6 is needed to make 15.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Number Puzzles"",""learning_objective"":""Students can solve magic squares and number puzzles using reasoning"",""focus"":""equation from row total""}"
