rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tao1uc4-smb27o-lscuaaoza-q1-mcq,Q1,mcq,"A wall has 27 rows of 36 star stickers. Method A shows:
27 × 36 = 20 × 30 + 20 × 6 + 7 × 30 + 7 × 6 = 972
Method B shows:
27 × 36 = 20 × 30 + 7 × 6 = 642
Which statement best explains why Method B is wrong?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""Method B leaves out the partial products 20 × 6 and 7 × 30, so it does not include all parts of the area model."",""correct"":true},{""text"":""Method B should add 20 × 30 twice because the tens parts make the biggest rectangles."",""correct"":false},{""text"":""Method B only has an addition mistake, because 600 + 42 = 652."",""correct"":false},{""text"":""Method B is correct because only 20 × 30 and 7 × 6 are needed in the area model."",""correct"":false}]","Split 27 into 20 and 7, and split 36 into 30 and 6. An area model must include all four partial products: 20 × 30 = 600, 20 × 6 = 120, 7 × 30 = 210, and 7 × 6 = 42. Adding them gives 600 + 120 + 210 + 42 = 972. Method B uses only 20 × 30 and 7 × 6, so it leaves out 120 and 210. That is why 642 is too small. The problem is not just addition, and the missing cross-products are necessary.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""compare_methods""}"
2,tao1uc4-smb27o-lscuaaoza-q2-mcq,Q2,mcq,"Two students solve 43 × 18 for a toy train set.
Method A: 43 × 10 + 43 × 8 = 430 + 344 = 774
Method B: 40 × 10 + 3 × 8 = 424
Which choice correctly evaluates the methods and identifies what Method B is missing?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""Only Method A is correct; Method B is missing 40 × 8 and 3 × 10."",""correct"":true},{""text"":""Only Method B is correct; Method A should use 40 × 10 and 3 × 8 instead."",""correct"":false},{""text"":""Both methods are correct because each one splits the factors into tens and ones."",""correct"":false},{""text"":""Neither method is correct because 43 × 18 must be less than 700."",""correct"":false}]","Method A uses the distributive property correctly: 43 × 18 = 43 × (10 + 8) = 43 × 10 + 43 × 8 = 430 + 344 = 774. Method B uses only 40 × 10 and 3 × 8, but a full area model for 43 × 18 needs four parts: 40 × 10, 40 × 8, 3 × 10, and 3 × 8. The missing parts are 40 × 8 and 3 × 10, so Method B is incomplete.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""evaluate_a_claim""}"
3,tao1uc4-smb27o-lscuaaoza-q3-mcq,Q3,mcq,A pet shop packs 24 fish bowls in each box. There are 816 fish bowls in all. The number of boxes is greater than 30 but less than 40. Which choice proves the correct number of boxes by using multiplication to check both the total and the clue about being in the 30s?,Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""32 boxes, because 24 × 32 = 768 and 32 is in the 30s."",""correct"":false},{""text"":""34 boxes, because 24 × 34 = 24 × 30 + 24 × 4 = 720 + 96 = 816, and 34 is in the 30s."",""correct"":true},{""text"":""36 boxes, because 24 × 36 = 864 and 36 is in the 30s."",""correct"":false},{""text"":""38 boxes, because 24 × 38 = 912 and 38 is in the 30s."",""correct"":false}]","The correct choice must satisfy both clues: the total must be 816 and the number must be between 30 and 40. Check each option. 24 × 32 = 768, not 816. 24 × 34 = 24 × 30 + 24 × 4 = 720 + 96 = 816, so it matches exactly. 24 × 36 = 864 and 24 × 38 = 912, so those do not fit the total. Therefore 34 boxes is the only correct answer.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""reverse_reasoning""}"
4,tao1uc4-smb27o-lscuaaoza-q4-mcq,Q4,mcq,Look at the expressions 5 × 16 and 80. Decide if they are equal.,Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""Yes, because 5 × 16 = 80"",""correct"":true},{""text"":""No, because 5 × 16 = 75"",""correct"":false},{""text"":""No, because 5 × 16 = 85"",""correct"":false},{""text"":""No, because 5 × 16 = 65"",""correct"":false}]","You’ve got it! 5 times 16 is 80, so the two results are equal. The other totals are not correct.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""multiplication""}"
5,tao1uc4-smb27o-lscuaaoza-q5-mcq,Q5,mcq,"An area model for a candy-box problem has four partial products: 900, 180, 60, and 12. One factor is 36. Which multiplication sentence must match the area model?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""36 × 32, because 30 × 30 = 900, 30 × 6 = 180, 2 × 30 = 60, and 2 × 6 = 12."",""correct"":true},{""text"":""36 × 24, because 20 × 30 = 900, 20 × 6 = 180, 4 × 30 = 60, and 4 × 6 = 12."",""correct"":false},{""text"":""26 × 32, because the partial products show 20, 6, 30, and 2 only."",""correct"":false},{""text"":""36 × 42, because 40 × 30 = 900, 40 × 6 = 180, 2 × 30 = 60, and 2 × 6 = 12."",""correct"":false}]","Since one factor is 36, split it into 30 and 6. The partial products 900 and 180 must come from 30 × ? and 6 × ? with the same second factor part. Because 900 = 30 × 30 and 180 = 6 × 30, one part of the other factor is 30. The remaining partial products are 60 = 30 × 2 and 12 = 6 × 2, so the other part is 2. That makes the second factor 32, so the multiplication sentence is 36 × 32.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""operation_reasoning""}"
6,tao1uc4-smb27o-lscuaaoza-q6-mcq,Q6,mcq,"A page shows this work for 46 × 27:
46 × 27 = 46 × 20 + 46 × 7 = 920 + 322 = 1,142
Which option correctly identifies the error and gives the real product?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""The partial product 46 × 7 is wrong; it should be 312, so the product is 1,232."",""correct"":false},{""text"":""The addition is wrong; 920 + 322 = 1,242, so the real product is 1,242."",""correct"":true},{""text"":""Both partial products are wrong, so the correct product is 1,222."",""correct"":false},{""text"":""There is no error because 1,142 is close to 46 × 30."",""correct"":false}]","The distributive setup is correct: 46 × 27 = 46 × 20 + 46 × 7. Also, 46 × 20 = 920 and 46 × 7 = 322 are both correct. The mistake is in the addition step. 920 + 322 = 1,242, not 1,142. So the real product is 1,242.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""find_the_error""}"
7,tao1uc4-smb27o-lscuaaoza-q7-mcq,Q7,mcq,"Which method correctly finds 54 × 19, and why?
Method A: 54 × 20 - 54
Method B: 50 × 10 + 4 × 9",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Evaluating,hard,5,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""Method A is correct because 19 is 1 less than 20, so 54 × 19 = 54 × 20 - 54 = 1,080 - 54 = 1,026."",""correct"":true},{""text"":""Method B is correct because 50 × 10 + 4 × 9 uses tens and ones from both factors."",""correct"":false},{""text"":""Both methods are correct and both give 1,026."",""correct"":false},{""text"":""Neither method is correct because 19 cannot be used with compensation."",""correct"":false}]","Method A uses compensation correctly. Since 19 = 20 - 1, 54 × 19 = 54 × (20 - 1) = 54 × 20 - 54 = 1,080 - 54 = 1,026. Method B is incomplete. If 54 is split into 50 and 4, and 19 is split into 10 and 9, then the full area model needs four parts: 50 × 10, 50 × 9, 4 × 10, and 4 × 9. Method B uses only two of them, so it does not equal 54 × 19.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""compare_methods""}"
8,tao1uc4-smb27o-lscuaaoza-q8-mcq,Q8,mcq,"A zoo shop has 1,155 animal stickers in all. Each pack has 35 stickers. The number of packs is more than 31 and less than 35, and it is odd. Which option gives the correct number of packs and a valid reason?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""31 packs, because 31 is odd and close to the total."",""correct"":false},{""text"":""33 packs, because 35 × 33 = 35 × 30 + 35 × 3 = 1,050 + 105 = 1,155, and 33 is odd and between 31 and 35."",""correct"":true},{""text"":""34 packs, because 34 is between 31 and 35 and 35 × 34 = 1,155."",""correct"":false},{""text"":""35 packs, because 35 × 35 = 1,155 and 35 is odd."",""correct"":false}]","The correct answer must satisfy all the clues: the total must be 1,155, the number must be more than 31 and less than 35, and it must be odd. The only odd number between 31 and 35 is 33. Check it: 35 × 33 = 35 × 30 + 35 × 3 = 1,050 + 105 = 1,155. So 33 packs fits every clue. The other options fail either the total or the number clues.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""multi_constraint_problem""}"
9,tao1uc4-smb27o-lscuaaoza-q9-mcq,Q9,mcq,"Two methods are used to find 29 × 41.
Method P: 29 × 41 = 29 × 40 + 29 × 1 = 1,160 + 29 = 1,189
Method Q: 29 × 41 = 20 × 40 + 9 × 1 = 809
Which judgment is correct?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""Method P is correct, and Method Q leaves out 20 × 1 and 9 × 40."",""correct"":true},{""text"":""Method Q is correct because it uses the tens and ones from both numbers."",""correct"":false},{""text"":""Both methods are correct because each method breaks apart the factors."",""correct"":false},{""text"":""Neither method is correct because 29 × 41 must be less than 1,000."",""correct"":false}]","Method P is correct because it uses the distributive property fully with 41 = 40 + 1: 29 × 41 = 29 × 40 + 29 × 1 = 1,160 + 29 = 1,189. Method Q splits both numbers, but it uses only 20 × 40 and 9 × 1. A complete area model for 29 × 41 also needs 20 × 1 and 9 × 40. Leaving out those parts makes 809 far too small.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""compare_methods""}"
10,tao1uc4-smb27o-lscuaaoza-q10-mcq,Q10,mcq,"The total number of juice boxes is 1,128. One factor is 24. The other factor has 4 tens and some ones. Which multiplication sentence must be true?",Maths,4,Arithmetic Operations,Multiplication,Students can use area models and standard algorithms to multiply,Analyzing,hard,5,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can use area models and standard algorithms to multiply.","[{""text"":""24 × 46 = 1,128, because 24 × 40 = 960 and 1,128 - 960 = 168 = 24 × 6."",""correct"":false},{""text"":""24 × 47 = 1,128, because 24 × 40 = 960 and 1,128 - 960 = 168 = 24 × 7."",""correct"":true},{""text"":""24 × 48 = 1,128, because 24 × 40 = 960 and 1,128 - 960 = 168 = 24 × 8."",""correct"":false},{""text"":""24 × 49 = 1,128, because the other factor has 4 tens and some ones."",""correct"":false}]","The other factor has 4 tens, so start with 24 × 40 = 960. The total is 1,128, so the remaining amount is 1,128 - 960 = 168. Now find how many more groups of 24 make 168. Since 24 × 7 = 168, the ones digit is 7. That means the other factor is 47, and 24 × 47 = 1,128.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can use area models and standard algorithms to multiply"",""focus"":""reverse_reasoning""}"
