rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tao1uc4-smdas1fso-lscea1tt6-q1-mcq,Q1,mcq,"A toy box had 47,286 marbles. Then 18,749 marbles were taken out. Two claims are shown:

Claim 1: 28,537 marbles are left.
Claim 2: 28,637 marbles are left.

Which choice best decides which claim is correct and explains the error in the other claim using estimation and an inverse check?",Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""Claim 1 is correct. An estimate gives about 47,000 - 19,000 = 28,000, so either claim must be near 28,000. The exact check is 28,537 + 18,749 = 47,286. Claim 2 is 100 too high because 28,637 + 18,749 = 47,386."",""correct"":true},{""text"":""Claim 2 is correct. Since 47,286 - 18,700 = 28,586, subtracting 49 more gives 28,637, so Claim 1 must be wrong."",""correct"":false},{""text"":""Neither claim is correct. Since 47,286 is close to 47,300 and 18,749 is close to 18,700, the answer should be 28,600 exactly."",""correct"":false},{""text"":""Both claims are acceptable because they are both close to the estimate of 28,000, and estimates are enough to verify subtraction."",""correct"":false}]","Estimate first: 47,000 - 19,000 is about 28,000, so a correct answer should be near 28,000. Now check exactly with the inverse operation. 28,537 + 18,749 = 47,286, so Claim 1 is correct. Claim 2 is wrong because 28,637 + 18,749 = 47,386, which is 100 too much. Option B makes an error when subtracting 49 more from 28,586; that gives 28,537, not 28,637. Option C treats rounded numbers as if they give an exact answer. Option D is wrong because estimation can only show reasonableness, not prove an exact result.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""evaluate_a_claim""}"
2,tao1uc4-smdas1fso-lscea1tt6-q2-mcq,Q2,mcq,Select the true statement about checking 375 + 124 = 499.,Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""499 - 124 = 375"",""correct"":true},{""text"":""499 + 124 = 375"",""correct"":false},{""text"":""375 - 124 = 499"",""correct"":false},{""text"":""124 - 375 = 499"",""correct"":false}]","Nice thinking! To check addition, subtract one addend from the total. 499 - 124 = 375.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""Recognise the correct inverse operation for addition""}"
3,tao1uc4-smdas1fso-lscea1tt6-q3-mcq,Q3,mcq,"A puppy sticker club packed 35,672 star stickers on Friday and 28,459 on Saturday. A note says the total is 64,031.

Which explanation best shows whether the note is correct and identifies the likely place-value mistake?",Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""The note is wrong. The total is 64,131. The estimate 36,000 + 28,000 is about 64,000, so 64,031 seems possible, but the exact check 64,131 - 35,672 = 28,459 shows the correct sum. The note is 100 too low, likely from missing a carry into the hundreds."",""correct"":true},{""text"":""The note is correct because 35,000 + 28,000 is about 63,000, and 64,031 is close enough to that estimate."",""correct"":false},{""text"":""The note is wrong. The total is 64,121 because the tens digits 7 and 5 make 12 tens, so there should be 2 tens in the answer and 1 hundred carried."",""correct"":false},{""text"":""The note is correct because 64,031 - 28,459 = 35,572, and that is close to 35,672."",""correct"":false}]","Add exactly: 35,672 + 28,459 = 64,131. An estimate such as 36,000 + 28,000 = 64,000 shows the answer should be around 64,000, but estimation alone cannot prove the note is right. The inverse check confirms it: 64,131 - 35,672 = 28,459. So the note's 64,031 is wrong. It is 100 too low, which suggests a missed carry into the hundreds place. Option B uses only closeness to an estimate. Option C gives the wrong exact total. Option D is wrong because 64,031 - 28,459 = 35,572, which does not match 35,672, and 'close' is not enough for verification.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""find_the_error""}"
4,tao1uc4-smdas1fso-lscea1tt6-q4-mcq,Q4,mcq,"Check whether 82,500 - 37,864 = 44,636 is correct. Which judgment best uses both estimation and an inverse operation, and also explains why a nearby answer is wrong?",Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""The answer is correct because 83,000 - 38,000 is about 45,000, so 44,636 is reasonable, and 44,636 + 37,864 = 82,500. A nearby answer like 44,736 is wrong because 44,736 + 37,864 = 82,600."",""correct"":true},{""text"":""The answer is not correct because 44,636 is less than the estimate 45,000, so it cannot be exact."",""correct"":false},{""text"":""The answer is not correct because 44,736 + 37,864 = 82,500, so the difference should be 44,736."",""correct"":false},{""text"":""The answer is correct because 82,500 - 37,000 = 45,500, and subtracting 864 more gives 44,736, which is close to 44,636."",""correct"":false}]","Estimate first: 83,000 - 38,000 is about 45,000, so a difference of 44,636 makes sense. Now verify exactly using the inverse operation: 44,636 + 37,864 = 82,500. That proves the subtraction is correct. Option B is wrong because an exact answer does not have to equal the estimate. Option C is false because 44,736 + 37,864 = 82,600, not 82,500. Option D makes a subtraction error: 45,500 - 864 = 44,636, not 44,736.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""compare_methods""}"
5,tao1uc4-smdas1fso-lscea1tt6-q5-mcq,Q5,mcq,Choose the equation that matches this check: 468 + 257 = 725.,Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""725 - 257 = 468"",""correct"":true},{""text"":""725 + 257 = 468"",""correct"":false},{""text"":""468 - 257 = 725"",""correct"":false},{""text"":""257 - 468 = 725"",""correct"":false}]",You got it! Subtract one part from the total: 725 - 257 = 468.,"{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""Match an addition equation with its inverse check""}"
6,tao1uc4-smdas1fso-lscea1tt6-q6-mcq,Q6,mcq,"A monkey café had 54,382 bags of banana chips. Then 16,795 bags were sold. The sign now says 37,687 bags are left.

Which judgment best decides whether the sign is correct and identifies the likely error?",Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""The sign is wrong. The correct number left is 37,587. An estimate gives about 54,000 - 17,000 = 37,000, and the inverse check 37,587 + 16,795 = 54,382 works. The sign is 100 too high, likely from a subtraction error in one place value."",""correct"":true},{""text"":""The sign is correct because 37,687 is close to the estimate of 37,000, so no exact check is needed."",""correct"":false},{""text"":""The sign is wrong. The correct number left is 37,487 because 54,382 - 16,700 = 37,682 and then subtracting 95 more gives 37,487."",""correct"":false},{""text"":""The sign is correct because 54,382 - 16,000 = 38,382, and 38,382 is close to 37,687."",""correct"":false}]","Estimate first: 54,000 - 17,000 is about 37,000, so the answer should be near 37,000. Now check exactly with the inverse operation: 37,587 + 16,795 = 54,382. So the correct number left is 37,587, not 37,687. The sign is 100 too high, suggesting a place-value mistake in the subtraction. Option B uses only estimation. Option C makes an arithmetic error because 37,682 - 95 = 37,587, not 37,487. Option D does not complete the subtraction and uses closeness instead of exact verification.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""evaluate_a_claim""}"
7,tao1uc4-smdas1fso-lscea1tt6-q7-mcq,Q7,mcq,"Check the equation 48,903 + 26,178 = 74,981. Which statement best shows whether the equation is true and explains the mistake in the given total?",Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""The equation is false. The correct sum is 75,081. The estimate 49,000 + 26,000 is about 75,000, and the inverse check 75,081 - 48,903 = 26,178 confirms it. The given total 74,981 is 100 too low."",""correct"":true},{""text"":""The equation is true because 74,981 is close to 75,000, which is a good estimate."",""correct"":false},{""text"":""The equation is false. The correct sum is 74,081 because 48,000 + 26,000 = 74,000 and the extra digits make 81."",""correct"":false},{""text"":""The equation is true because 74,981 - 26,178 = 48,803, which is close to 48,903."",""correct"":false}]","Estimate first: 49,000 + 26,000 is about 75,000, so the sum should be around 75,000. Add exactly: 48,903 + 26,178 = 75,081. Check with subtraction: 75,081 - 48,903 = 26,178. So the equation is false, and 74,981 is 100 too low. Option B uses only estimation. Option C misses the extra 1,000 created by regrouping. Option D is wrong because 74,981 - 26,178 = 48,803, which does not match 48,903, and 'close' does not prove equality.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""find_the_error""}"
8,tao1uc4-smdas1fso-lscea1tt6-q8-mcq,Q8,mcq,A toy shop sold 134 kites in the morning and 265 kites in the afternoon. Choose the total number of kites sold.,Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Applying,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""399"",""correct"":true},{""text"":""389"",""correct"":false},{""text"":""409"",""correct"":false},{""text"":""299"",""correct"":false}]",Fantastic! 134 + 265 = 399. You added both parts to get the total.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""Add multi-digit numbers in a simple context""}"
9,tao1uc4-smdas1fso-lscea1tt6-q9-mcq,Q9,mcq,"Two totals are proposed for 27,684 + 15,927:

43,611
42,611

Which judgment correctly identifies the right total and justifies it with estimation and an inverse check?",Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""43,611 is correct because 28,000 + 16,000 is about 44,000, so 43,611 is reasonable, and 43,611 - 27,684 = 15,927. The other total is 1,000 too low."",""correct"":true},{""text"":""42,611 is correct because it is closer to 42,000, and 27,684 + 15,000 is only 42,684."",""correct"":false},{""text"":""Both totals are acceptable because both are between 42,000 and 44,000, which matches the estimate."",""correct"":false},{""text"":""Neither total is correct because 27,684 + 15,927 should be 43,511, not 43,611."",""correct"":false}]","A good estimate is 28,000 + 16,000 = 44,000, so the exact total should be near 44,000. Now verify exactly: 43,611 - 27,684 = 15,927. That means 43,611 is correct. The other proposed total, 42,611, is 1,000 too low. Option B misuses estimation and does not check exactly. Option C is wrong because only one exact sum can be correct. Option D is false because careful addition gives 43,611, not 43,511.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""compare_methods""}"
10,tao1uc4-smdas1fso-lscea1tt6-q10-mcq,Q10,mcq,Choose the equation that correctly checks 608 + 147 = 755.,Maths,4,Arithmetic Operations,Multi-Digit Addition & Subtraction,Students can estimate and verify answers using inverse operations,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multi-Digit Addition & Subtraction, aligned to Students can estimate and verify answers using inverse operations.","[{""text"":""755 - 147 = 608"",""correct"":true},{""text"":""755 + 147 = 608"",""correct"":false},{""text"":""608 - 147 = 755"",""correct"":false},{""text"":""147 - 608 = 755"",""correct"":false}]","Well done! Subtraction checks addition. 755 - 147 = 608, so the sum is correct.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multi-Digit Addition & Subtraction"",""learning_objective"":""Students can estimate and verify answers using inverse operations"",""focus"":""Use inverse operation to verify addition""}"
