rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tvei4t7-sitv1w1q-lscuttv0t-q1-mcq,Q1,mcq,Choose the correct value of b in the toy robot equation 7 + b = 12.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Knowing,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""b = 3"",""correct"":false},{""text"":""b = 5"",""correct"":true},{""text"":""b = 12"",""correct"":false},{""text"":""b = 19"",""correct"":false}]",Great job! b is 5 because 7 + 5 = 12. The other numbers do not make the equation true.,"{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""identify the value of an unknown variable in a simple addition equation""}"
2,tvei4t7-sitv1w1q-lscuttv0t-q2-mcq,Q2,mcq,Select the true statement about the expression c + 4 when c stands for the number of cookies in a jar.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""c always means 4 cookies."",""correct"":false},{""text"":""c stands for an unknown number of cookies."",""correct"":true},{""text"":""c + 4 means take away 4 cookies."",""correct"":false},{""text"":""c is the name of the jar."",""correct"":false}]","Nice thinking! c is a variable, so it stands for an unknown number of cookies. It is not always 4, and c + 4 means add 4.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""recognise that a variable stands for an unknown amount""}"
3,tvei4t7-sitv1w1q-lscuttv0t-q3-mcq,Q3,mcq,A pack of stickers has s shiny stars. There are 9 stickers altogether. Then s stands for the number of stickers before 2 more stars were added. Choose the value of s.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Applying,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""5"",""correct"":false},{""text"":""7"",""correct"":true},{""text"":""9"",""correct"":false},{""text"":""11"",""correct"":false}]",Well done! s is 7 because 7 + 2 = 9. You found the unknown starting number.,"{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""solve for an unknown starting amount in a simple add-to-total story""}"
4,tvei4t7-sitv1w1q-lscuttv0t-q4-mcq,Q4,mcq,Look at the two ideas about p in 3 + p = 10. Choose the correct one.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""p is 13 because 3 and 10 should be added."",""correct"":false},{""text"":""p is 7 because it is the missing number that makes 10."",""correct"":true},{""text"":""p is 3 because p means the first number."",""correct"":false},{""text"":""p is 10 because variables always equal the total."",""correct"":false}]","Excellent! p is 7 because 3 + 7 = 10. A variable is the missing number, not always the first number or the total.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""judge the correct meaning and value of a variable in a simple equation""}"
5,tvei4t7-sitv1w1q-lscuttv0t-q5-mcq,Q5,mcq,A jar had m marshmallows at the start. Then 2 pink marshmallows and 6 white marshmallows were added. Now there are 19 marshmallows in the jar. Ben wrote the equation m + 2 = 19. Which choice best explains whether Ben's equation shows what m means in the story?,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Analyzing,hard,4,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""Ben is correct because m + 2 = 19 shows the starting amount and one group that was added."",""correct"":false},{""text"":""Ben is incorrect because he left out the 6 white marshmallows. The story matches m + 2 + 6 = 19, where m is the starting amount."",""correct"":true},{""text"":""Ben is incorrect because the correct equation is 19 + 2 + 6 = m, so m is the ending amount."",""correct"":false},{""text"":""Ben is correct because 19 is the starting amount and m is how many were added."",""correct"":false}]","The jar starts with m marshmallows. Then 2 pink and 6 white marshmallows are added, making a total of 19. So the full story is m + 2 + 6 = 19. Ben's equation, m + 2 = 19, leaves out the 6 white marshmallows, so it does not match the story. Option 2 is correct. Option 1 still misses one added group. Option 3 reverses the meaning of m and the total. Option 4 incorrectly says 19 is the starting amount.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""operation_reasoning""}"
6,tvei4t7-sitv1w1q-lscuttv0t-q6-mcq,Q6,mcq,"A toy shelf had r robots at the start. Then 3 tiny robots were added, and after that 5 big robots were added. Now the shelf has 20 robots. One answer says r = 12 because 20 - 3 - 5 = 12. Another answer says r = 28 because 20 + 3 + 5 uses every number. Choose the best judgment.",Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Evaluating,hard,4,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""r = 12 is correct, because the added robots must be taken away from the final total to get the start."",""correct"":true},{""text"":""r = 28 is correct, because using every number means adding them all."",""correct"":false},{""text"":""r = 15 is correct, because only the 5 big robots should be taken away from 20."",""correct"":false},{""text"":""r = 17 is correct, because only the 3 tiny robots should be taken away from 20."",""correct"":false}]","Super work! The shelf ended with 20 after 3 and 5 more were added, so go backward: 20 - 3 - 5 = 12. Adding gives the wrong direction, and taking away only one group misses part of the story.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""find_the_error""}"
7,tvei4t7-sitv1w1q-lscuttv0t-q7-mcq,Q7,mcq,Choose the sentence that is correct about the letter m in m - 1.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""m stands for a number we do not know yet"",""correct"":true},{""text"":""m means take away every time and is not a number"",""correct"":false},{""text"":""m is always 1"",""correct"":false},{""text"":""m is the same as the minus sign"",""correct"":false}]",You got it! The letter m stands for a number we do not know yet. The minus sign is separate.,"{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""describing a variable correctly""}"
8,tvei4t7-sitv1w1q-lscuttv0t-q8-mcq,Q8,mcq,A bag has b blue marbles and 2 red marbles. The expression is b + 2. Choose what b means.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""the number of blue marbles"",""correct"":true},{""text"":""the number of red marbles"",""correct"":false},{""text"":""the total number of marbles"",""correct"":false},{""text"":""the number 2"",""correct"":false}]",Nice job! The letter b stands for the blue marbles. The 2 already tells us the red marbles.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""linking variable to context""}"
9,tvei4t7-sitv1w1q-lscuttv0t-q9-mcq,Q9,mcq,Compare these choices and pick the one where the letter is an unknown quantity.,Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""k + 7"",""correct"":true},{""text"":""7 + 7"",""correct"":false},{""text"":""10 - 3"",""correct"":false},{""text"":""4 + 1"",""correct"":false}]","Great choosing! In k + 7, the k is an unknown quantity. The other expressions have only known numbers.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""judging whether a letter shows an unknown amount""}"
10,tvei4t7-sitv1w1q-lscuttv0t-q10-mcq,Q10,mcq,"Choose the expression that matches this story: some puppies are playing, and then 4 more puppies join.",Maths,4,Variables & Expressions,Introduction to Variables,Students can understand that a variable represents an unknown quantity,Applying,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can understand that a variable represents an unknown quantity.","[{""text"":""p + 4"",""correct"":true},{""text"":""4 - p"",""correct"":false},{""text"":""p - 4"",""correct"":false},{""text"":""4 + 4"",""correct"":false}]","The story starts with an unknown number of puppies, shown by p, and then 4 more join, so the expression is p + 4. 4 - p and p - 4 both show subtraction, not more joining. 4 + 4 does not show an unknown starting number.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can understand that a variable represents an unknown quantity"",""focus"":""matching story context to variable expression""}"
