rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tmcags0-suc10vc-lsccbl36x-q1-mcq,Q1,mcq,Choose the correct result for this sticker trail puzzle: a trail is 8 m long. Star stickers are placed every 50 cm from the start to the finish. A note says 16 stickers are needed because 8 m = 800 cm and 800 ÷ 50 = 16. Pick the best answer.,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Evaluating,hard,3,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""The note is correct. 16 stickers are needed."",""correct"":false},{""text"":""The note forgot the sticker at 0 cm, so 17 stickers are needed."",""correct"":true},{""text"":""15 stickers are needed because the last 50 cm does not count."",""correct"":false},{""text"":""18 stickers are needed because 8 m is 850 cm."",""correct"":false}]","Nice checking! 8 m = 800 cm, and stickers every 50 cm make 16 spaces. But a trail with 16 spaces has 17 sticker spots, including the start and finish. That is why 17 is correct.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""evaluate_a_claim""}"
2,tmcags0-suc10vc-lsccbl36x-q2-mcq,Q2,mcq,Which equation correctly shows how many centimeters are in 1 meter?,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Knowing,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""1 m = 10 cm"",""correct"":false},{""text"":""1 m = 100 cm"",""correct"":true},{""text"":""1 m = 1,000 cm"",""correct"":false},{""text"":""1 m = 50 cm"",""correct"":false}]","1 meter equals 100 centimeters, so the correct equation is 1 m = 100 cm. The other options use the wrong number of centimeters for 1 meter.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""Know meter-centimeter relationship""}"
3,tmcags0-suc10vc-lsccbl36x-q3-mcq,Q3,mcq,"A puppy carries snack bags for a picnic. There are 5 bags, and each bag has 850 g of treats. Then 750 g more treats are added. One tag says the total mass is 5 kg because 5 bags make 4250 g, and 750 g more makes 5000 g. Choose the best judgment.",Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Evaluating,hard,3,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""The tag is correct because 4250 g + 750 g = 5000 g, which is 5 kg."",""correct"":true},{""text"":""The tag is wrong because the total is 4 kg 100 g."",""correct"":false},{""text"":""The tag is wrong because the total is 4 kg 950 g."",""correct"":false},{""text"":""The tag is wrong because 5 bags of 850 g make 4500 g."",""correct"":false}]","Well done! 5 × 850 g = 4250 g. Then 4250 g + 750 g = 5000 g. And 5000 g = 5 kg, so the tag is right.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""evaluate_a_claim""}"
4,tmcags0-suc10vc-lsccbl36x-q4-mcq,Q4,mcq,"Look at the worked steps for a ribbon game: 6 m 70 cm + 1 m 95 cm was changed to 670 cm + 195 cm = 765 cm, then written as 7 m 65 cm. Pick the first mistake.",Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Analyzing,hard,3,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""6 m 70 cm should be 6070 cm."",""correct"":false},{""text"":""1 m 95 cm should be 1095 cm."",""correct"":false},{""text"":""670 cm + 195 cm should be 865 cm, not 765 cm."",""correct"":true},{""text"":""765 cm should be 76 m 5 cm."",""correct"":false}]","You spotted it! The conversions are fine: 6 m 70 cm = 670 cm and 1 m 95 cm = 195 cm. The first mistake is the addition. 670 + 195 = 865, not 765.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""find_the_error""}"
5,tmcags0-suc10vc-lsccbl36x-q5-mcq,Q5,mcq,Choose the equation that matches changing 4 L into milliliters.,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Applying,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""4 × 1,000 = 4,000 mL"",""correct"":true},{""text"":""4 × 100 = 400 mL"",""correct"":false},{""text"":""4 + 1,000 = 1,004 mL"",""correct"":false},{""text"":""4 × 10 = 40 mL"",""correct"":false}]","Excellent! 1 L = 1,000 mL, so 4 L = 4,000 mL. Multiplying by 1,000 is the right step.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""Convert liters to milliliters""}"
6,tmcags0-suc10vc-lsccbl36x-q6-mcq,Q6,mcq,"A long strip of toy-train track was cut into 7 equal pieces, each 40 cm long. After the cuts, 1 m 20 cm of track was left. Mia says the original strip was 3 m because she changed 1 m 20 cm into 20 cm and then added 280 cm + 20 cm. Which answer shows the correct original length and explains Mia's mistake?",Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Applying,hard,3,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""3 m, because 7 × 40 cm = 280 cm and 280 cm + 20 cm = 300 cm."",""correct"":false},{""text"":""3 m 20 cm, because 280 cm is 2 m 80 cm and 2 m 80 cm + 20 cm = 3 m."",""correct"":false},{""text"":""4 m, because 7 × 40 cm = 280 cm and 1 m 20 cm = 120 cm, so 280 cm + 120 cm = 400 cm."",""correct"":true},{""text"":""4 m 20 cm, because 280 cm + 120 cm = 420 cm."",""correct"":false}]","The 7 cut pieces used 7 × 40 cm = 280 cm. The leftover track is 1 m 20 cm, which is 120 cm, not 20 cm. So the original length was 280 cm + 120 cm = 400 cm, and 400 cm = 4 m. Option 3 is correct. Mia's mistake was not converting 1 m 20 cm fully into centimetres. Option 1 and option 2 both treat 1 m 20 cm as only 20 cm, and option 4 adds correctly to 420 cm even though 280 + 120 is actually 400.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""reverse_reasoning""}"
7,tmcags0-suc10vc-lsccbl36x-q7-mcq,Q7,mcq,Which equation correctly shows the relationship between 1 liter and milliliters?,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Knowing,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""1 L = 100 mL"",""correct"":false},{""text"":""1 L = 1,000 mL"",""correct"":true},{""text"":""1 L = 10 mL"",""correct"":false},{""text"":""1 L = 100,000 mL"",""correct"":false}]","1 liter is equal to 1,000 milliliters, so 1 L = 1,000 mL is correct. The other options do not match the standard liter-to-milliliter conversion.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""Know liter-milliliter relationship""}"
8,tmcags0-suc10vc-lsccbl36x-q8-mcq,Q8,mcq,A juice bottle holds 3 L. Choose the same amount in milliliters.,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Applying,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""300 mL"",""correct"":false},{""text"":""3,000 mL"",""correct"":true},{""text"":""30 mL"",""correct"":false},{""text"":""300,000 mL"",""correct"":false}]","Fantastic! 3 liters means 3 groups of 1,000 mL, so it is 3,000 mL.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""Convert liters to milliliters""}"
9,tmcags0-suc10vc-lsccbl36x-q9-mcq,Q9,mcq,Which pair of length measurements is equal?,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Understanding,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""1 m = 10 cm"",""correct"":false},{""text"":""2 m = 200 cm"",""correct"":true},{""text"":""5 m = 50 cm"",""correct"":false},{""text"":""3 m = 30 cm"",""correct"":false}]","Since 1 m = 100 cm, 2 m = 200 cm. That makes 2 m = 200 cm the equal pair. The other options are too small because they do not multiply meters by 100.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""Match equivalent lengths""}"
10,tmcags0-suc10vc-lsccbl36x-q10-mcq,Q10,mcq,Choose the method that correctly solves 6 kg changed to grams.,Maths,4,Measurement & Conversion,Unit Conversions,"Students can convert between units of length, mass, and capacity",Applying,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can convert between units of length, mass, and capacity.","[{""text"":""Multiply 6 by 1,000 to get 6,000 g"",""correct"":true},{""text"":""Multiply 6 by 100 to get 600 g"",""correct"":false},{""text"":""Add 1,000 to get 1,006 g"",""correct"":false},{""text"":""Multiply 6 by 10 to get 60 g"",""correct"":false}]","Brilliant! Kilograms to grams means multiply by 1,000. So 6 kg = 6,000 g.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can convert between units of length, mass, and capacity"",""focus"":""Convert kilograms to grams""}"
