rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tao1uc4-smb27o-lscmu1fp8-q1-mcq,Q1,mcq,"A warehouse packs 1,204 notebooks in each box. There are 12 boxes in all, but 3 boxes were not counted. A report says 14,448 notebooks were counted because 1,204 × 12 = 14,448. Which evaluation of the report is correct?",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""The report is correct because multiplying by all 12 boxes gives the total number of notebooks."",""correct"":false},{""text"":""The report is not correct because only 9 boxes were counted, so the counted number should be 1,204 × 9 = 10,836."",""correct"":true},{""text"":""The report is not correct because 3 boxes were not counted, so the counted number should be 14,448 − 3 = 14,445."",""correct"":false},{""text"":""The report is not correct because 3 boxes were not counted, so the counted number should be 1,204 × 3 = 3,612."",""correct"":false}]","If 3 of the 12 boxes were not counted, then the number of counted boxes is 12 − 3 = 9. The counted number of notebooks should be 1,204 × 9 = 10,836. So the report is not correct. Option 1 uses all 12 boxes, which includes boxes that were not counted. Option 3 subtracts only 3 notebooks instead of 3 whole boxes. Option 4 finds the number in the uncounted boxes, not the counted boxes.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""evaluate_a_claim""}"
2,tao1uc4-smb27o-lscmu1fp8-q2-mcq,Q2,mcq,"Select the true statement about 1,208 × 4.",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""1,208 × 4 = 4,832"",""correct"":true},{""text"":""1,208 × 4 = 4,032"",""correct"":false},{""text"":""1,208 × 4 = 4,282"",""correct"":false},{""text"":""1,208 × 4 = 3,832"",""correct"":false}]","Nice thinking! 1,208 groups of 4 make 4,832. The other choices do not match the multiplication.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
3,tao1uc4-smb27o-lscmu1fp8-q3-mcq,Q3,mcq,"A zoo gift shop packs 6 sticker sheets in each bundle. There are 1,432 bundles. Choose the total number of sticker sheets.",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Applying,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""8,592"",""correct"":true},{""text"":""7,592"",""correct"":false},{""text"":""8,492"",""correct"":false},{""text"":""9,592"",""correct"":false}]","Well done! 1,432 × 6 = 8,592 sticker sheets. The other answers are close, but not correct.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
4,tao1uc4-smb27o-lscmu1fp8-q4-mcq,Q4,mcq,"Look at the expressions 3,015 × 3 and 9,045. Decide if the comparison is correct.",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Evaluating,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""Yes, because 3,015 × 3 = 9,045"",""correct"":true},{""text"":""No, because 3,015 × 3 = 9,015"",""correct"":false},{""text"":""No, because 3,015 × 3 = 6,045"",""correct"":false},{""text"":""No, because 3,015 × 3 = 12,045"",""correct"":false}]","Super work! 3,015 × 3 really is 9,045, so the comparison is correct.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
5,tao1uc4-smb27o-lscmu1fp8-q5-mcq,Q5,mcq,"Choose the equation that matches 5 groups of 2,111 toy blocks.",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""2,111 × 5 = 10,555"",""correct"":true},{""text"":""2,111 × 5 = 10,155"",""correct"":false},{""text"":""2,111 × 5 = 11,555"",""correct"":false},{""text"":""2,111 × 5 = 9,555"",""correct"":false}]","You’ve got it! 5 groups of 2,111 means 2,111 × 5, and that equals 10,555.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
6,tao1uc4-smb27o-lscmu1fp8-q6-mcq,Q6,mcq,"Pick the correct answer for 4,321 × 2.",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Applying,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""8,642"",""correct"":true},{""text"":""8,462"",""correct"":false},{""text"":""6,842"",""correct"":false},{""text"":""8,622"",""correct"":false}]","Excellent! Doubling 4,321 gives 8,642. Some wrong choices swap digits around.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
7,tao1uc4-smb27o-lscmu1fp8-q7-mcq,Q7,mcq,"Choose the sentence that is correct about 2,050 × 8.",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""2,050 × 8 = 16,400"",""correct"":true},{""text"":""2,050 × 8 = 14,400"",""correct"":false},{""text"":""2,050 × 8 = 16,040"",""correct"":false},{""text"":""2,050 × 8 = 18,400"",""correct"":false}]","Great job! 2,050 × 8 = 16,400. The zeros stay in place when you multiply carefully.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
8,tao1uc4-smb27o-lscmu1fp8-q8-mcq,Q8,mcq,A bakery makes 6 trays of cupcakes. Each tray has 134 cupcakes. Choose the total number of cupcakes.,Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Applying,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""804"",""correct"":true},{""text"":""744"",""correct"":false},{""text"":""864"",""correct"":false},{""text"":""704"",""correct"":false}]","Multiply 134 by 6: 100×6 = 600, 30×6 = 180, and 4×6 = 24. Then add 600 + 180 + 24 = 804. So 804 is correct. The other choices do not equal 134 × 6.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
9,tao1uc4-smb27o-lscmu1fp8-q9-mcq,Q9,mcq,Compare the two results. Decide which comparison is correct for 456 × 10.,Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Analyzing,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""456 × 10 = 4,560"",""correct"":true},{""text"":""456 × 10 = 456"",""correct"":false},{""text"":""456 × 10 = 4,650"",""correct"":false},{""text"":""456 × 10 = 45,600"",""correct"":false}]","Fantastic! Multiplying by 10 makes 456 become 4,560. One zero is added to the end.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
10,tao1uc4-smb27o-lscmu1fp8-q10-mcq,Q10,mcq,"How many toy cars are there in 9 boxes with 2,023 toy cars in each box?",Maths,4,Arithmetic Operations,Multiplication,Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers,Applying,easy,1,"MCQ for Grade 4 Arithmetic Operations: Multiplication, aligned to Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers.","[{""text"":""18,207"",""correct"":true},{""text"":""18,027"",""correct"":false},{""text"":""20,207"",""correct"":false},{""text"":""17,207"",""correct"":false}]","Brilliant! 2,023 × 9 = 18,207 toy cars. You multiplied one step and got the total.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Multiplication"",""learning_objective"":""Students can multiply up to 4-digit numbers by 1-digit and 2-digit numbers"",""focus"":""multiplication""}"
