rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tlrr37e-sapt6uc-lscirju51-q1-mcq,Q1,mcq,"Choose the correct result for this bunny trail: start at 14, add 6. Pick the number where the bunny lands.",Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""18"",""correct"":false},{""text"":""20"",""correct"":true},{""text"":""22"",""correct"":false},{""text"":""24"",""correct"":false}]","Great job! 14 + 6 = 20, so the bunny lands on 20. The other numbers do not match the add 6 rule.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""direct value from a simple number path""}"
2,tlrr37e-sapt6uc-lscirju51-q2-mcq,Q2,mcq,Select the true statement about the number 58.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Understanding,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""58 is odd."",""correct"":false},{""text"":""58 is less than 50."",""correct"":false},{""text"":""58 is even."",""correct"":true},{""text"":""58 has 8 tens and 5 ones."",""correct"":false}]","Nice thinking! 58 is even because it ends in 8. It is not odd, it is more than 50, and it has 5 tens and 8 ones.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""identify a correct number property""}"
3,tlrr37e-sapt6uc-lscirju51-q3-mcq,Q3,mcq,A toy box has 3 rows of 4 cars. Choose the total number of toy cars.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""7"",""correct"":false},{""text"":""10"",""correct"":false},{""text"":""12"",""correct"":true},{""text"":""16"",""correct"":false}]",Well done! 3 rows of 4 means 3 × 4 = 12 cars. You used the rows clue perfectly.,"{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""match a simple array to total""}"
4,tlrr37e-sapt6uc-lscirju51-q4-mcq,Q4,mcq,Which statement correctly compares 36 and 63?,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Analyzing,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""36 is greater than 63."",""correct"":false},{""text"":""36 is less than 63."",""correct"":true},{""text"":""36 and 63 are equal."",""correct"":false},{""text"":""63 is less than 30."",""correct"":false}]","Compare the tens digits first. In 36, there are 3 tens. In 63, there are 6 tens. Since 3 tens is less than 6 tens, 36 is less than 63. The numbers are not equal, and 63 is clearly greater than 30.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""simple comparison of numbers""}"
5,tlrr37e-sapt6uc-lscirju51-q5-mcq,Q5,mcq,Choose the equation that matches this sticker puzzle: 5 packs hold 2 stickers each. There are 10 stickers in all.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Understanding,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""5 + 2 = 10"",""correct"":false},{""text"":""5 × 2 = 10"",""correct"":true},{""text"":""10 - 5 = 2"",""correct"":false},{""text"":""10 ÷ 2 = 10"",""correct"":false}]",Great job spotting the rule! 5 packs with 2 stickers each means 5 × 2 = 10. The other equations do not match the story.,"{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""match context to equation""}"
6,tlrr37e-sapt6uc-lscirju51-q6-mcq,Q6,mcq,"Pick the number that fits all the clues for a treasure chest code: it is greater than 40, less than 50, and even.",Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""43"",""correct"":false},{""text"":""45"",""correct"":false},{""text"":""48"",""correct"":true},{""text"":""51"",""correct"":false}]","You got it! 48 is between 40 and 50, and it is even. The other numbers miss one of the clues.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""identify number from simple clues""}"
7,tlrr37e-sapt6uc-lscirju51-q7-mcq,Q7,mcq,Choose the sentence that is correct about 307.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Understanding,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""307 has 3 hundreds, 7 tens, and 0 ones."",""correct"":false},{""text"":""307 has 3 hundreds, 0 tens, and 7 ones."",""correct"":true},{""text"":""307 has 0 hundreds, 3 tens, and 7 ones."",""correct"":false},{""text"":""307 is an even number."",""correct"":false}]","Excellent! In 307, the 3 is in the hundreds place, the 0 is in the tens place, and the 7 is in the ones place.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""place value identification""}"
8,tlrr37e-sapt6uc-lscirju51-q8-mcq,Q8,mcq,A puppy has 12 biscuits and shares them equally into 3 bowls. Choose the number of biscuits in each bowl.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Applying,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""3"",""correct"":false},{""text"":""4"",""correct"":true},{""text"":""5"",""correct"":false},{""text"":""6"",""correct"":false}]",Lovely work! 12 shared into 3 equal bowls gives 4 in each bowl. 12 ÷ 3 = 4.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""equal sharing in a simple context""}"
9,tlrr37e-sapt6uc-lscirju51-q9-mcq,Q9,mcq,Compare the two results: 8 + 7 = 15 and 20 - 5 = 15. Choose the best judgment.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Analyzing,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""Only the first result is correct."",""correct"":false},{""text"":""Only the second result is correct."",""correct"":false},{""text"":""Both results are correct."",""correct"":true},{""text"":""Neither result is correct."",""correct"":false}]","Fantastic! 8 + 7 really is 15, and 20 - 5 is also 15. So both results are correct.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""judge two simple results""}"
10,tlrr37e-sapt6uc-lscirju51-q10-mcq,Q10,mcq,Choose the equation that matches this candy puzzle: 4 bags hold 3 sweets each. There are 12 sweets in all.,Maths,4,Logical Reasoning,Analytical Puzzles,Students can identify relationships and apply deductive reasoning,Understanding,easy,1,"MCQ for Grade 4 Logical Reasoning: Analytical Puzzles, aligned to Students can identify relationships and apply deductive reasoning.","[{""text"":""4 × 3 = 12"",""correct"":true},{""text"":""4 + 3 = 12"",""correct"":false},{""text"":""12 + 3 = 4"",""correct"":false},{""text"":""12 - 4 = 12"",""correct"":false}]",Great thinking! 4 equal bags with 3 sweets each means 4 × 3 = 12. That equation matches the puzzle.,"{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Logical Reasoning"",""subtopic"":""Analytical Puzzles"",""learning_objective"":""Students can identify relationships and apply deductive reasoning"",""focus"":""equation matching from equal groups""}"
