rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tmcags0-suc10vc-lscspbths-q1-mcq,Q1,mcq,Choose the correct result for 3 litres turned into millilitres.,Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Applying,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""300 mL"",""correct"":false},{""text"":""3,000 mL"",""correct"":true},{""text"":""30 mL"",""correct"":false},{""text"":""300,000 mL"",""correct"":false}]","Great job! 1 litre = 1,000 mL, so 3 litres = 3,000 mL. Some choices forgot the three zeros.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""Convert litres to millilitres""}"
2,tmcags0-suc10vc-lscspbths-q2-mcq,Q2,mcq,"Two methods are used to compare 2 m 75 cm and 280 cm.

Method 1: Compare 75 and 80, so 2 m 75 cm is greater.
Method 2: Convert 2 m 75 cm to 275 cm, then compare 275 cm and 280 cm.

Which evaluation is correct?",Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Evaluating,hard,4,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""Method 1 is correct because 75 is greater than 80."",""correct"":false},{""text"":""Method 2 is correct because 2 m 75 cm = 275 cm, and 280 cm is 5 cm greater."",""correct"":true},{""text"":""Both methods are correct because 2 m 75 cm and 280 cm are equal."",""correct"":false},{""text"":""Neither method is correct because 2 m 75 cm = 2,075 cm."",""correct"":false}]","To compare lengths, write them in the same unit. Since 2 m = 200 cm, 2 m 75 cm = 200 cm + 75 cm = 275 cm. Now compare 275 cm and 280 cm. Because 280 cm is 5 cm more, Method 2 is correct. Method 1 is wrong because it compares only 75 and 80 and ignores the 2 metres. Option 3 is false because 275 cm is not equal to 280 cm. Option 4 uses an incorrect conversion.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""evaluate_a_claim""}"
3,tmcags0-suc10vc-lscspbths-q3-mcq,Q3,mcq,"A sticker shop packs shiny gel into bottles. The big tub has 5,000 mL. Two bottles take 1 L 200 mL each, and one tiny bottle takes 350 mL. A tag says 2,250 mL is left. Choose the best judgment.",Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Evaluating,hard,4,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""The tag is correct because 5,000 - 1,200 - 350 = 2,250."",""correct"":false},{""text"":""The tag is correct because 2 × 1,200 + 350 = 2,750, and 5,000 - 2,750 = 2,250."",""correct"":true},{""text"":""The tag is wrong because 1 L 200 mL means 1,020 mL."",""correct"":false},{""text"":""The tag is wrong because 2 × 1,200 + 350 = 2,550, so 2,450 mL is left."",""correct"":false}]","Well done! Each big bottle is 1,200 mL, so the total used is 1,200 + 1,200 + 350 = 2,750 mL. Then 5,000 - 2,750 = 2,250 mL, so the tag is correct.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""evaluate_a_claim""}"
4,tmcags0-suc10vc-lscspbths-q4-mcq,Q4,mcq,"Look at this ribbon answer: 7 m 8 cm was changed into centimetres by writing 7 m = 70 cm, then adding 8 to get 78 cm. Pick the best judgment.",Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Analyzing,hard,4,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""The answer is correct because 7 tens and 8 ones make 78 cm."",""correct"":false},{""text"":""The first mistake is changing 7 m into 70 cm; 7 m should be 700 cm, so the total is 708 cm."",""correct"":true},{""text"":""The mistake is adding 8; only 70 cm should be used."",""correct"":false},{""text"":""The first mistake is writing cm; the total should be 708 m."",""correct"":false}]","You spotted it! The first mistake is 7 m = 700 cm, not 70 cm. Then 700 + 8 = 708 cm. Super careful work!","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""find_the_error""}"
5,tmcags0-suc10vc-lscspbths-q5-mcq,Q5,mcq,Choose the equation that matches changing 4 kilograms into grams.,Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Understanding,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""4 × 1,000 = 4,000 g"",""correct"":true},{""text"":""4 + 1,000 = 1,004 g"",""correct"":false},{""text"":""4 × 100 = 400 g"",""correct"":false},{""text"":""4 ÷ 1,000 = 0.004 g"",""correct"":false}]","Excellent! To change kilograms to grams, multiply by 1,000. So 4 kg = 4,000 g.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""Represent kg to g conversion""}"
6,tmcags0-suc10vc-lscspbths-q6-mcq,Q6,mcq,Pick the correct value for 5 metres turned into centimetres.,Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Applying,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""50 cm"",""correct"":false},{""text"":""500 cm"",""correct"":true},{""text"":""5,000 cm"",""correct"":false},{""text"":""15 cm"",""correct"":false}]","Great work! Each metre is 100 cm, so 5 m = 500 cm. You multiplied by 100.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""Convert metres to centimetres""}"
7,tmcags0-suc10vc-lscspbths-q7-mcq,Q7,mcq,Choose the sentence that is correct about litres and millilitres.,Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Knowing,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""1 L = 100 mL"",""correct"":false},{""text"":""1 L = 1,000 mL"",""correct"":true},{""text"":""1 L = 10 mL"",""correct"":false},{""text"":""1 L = 100,000 mL"",""correct"":false}]","Fantastic! 1 litre is 1,000 millilitres. That key fact helps with lots of conversion questions.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""Know litre-millilitre relationship""}"
8,tmcags0-suc10vc-lscspbths-q8-mcq,Q8,mcq,A juice box holds 600 millilitres of orange drink. How many litres is that?,Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Applying,easy,1,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""6 L"",""correct"":false},{""text"":""0.6 L"",""correct"":true},{""text"":""60 L"",""correct"":false},{""text"":""600 L"",""correct"":false}]","Nice one! 1,000 mL = 1 L, so 600 mL = 0.6 L. You are reading the units carefully.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""Convert millilitres to litres""}"
9,tmcags0-suc10vc-lscspbths-q9-mcq,Q9,mcq,"Two ways are used to compare Rope P, which is 4 m 35 cm, and Rope Q, which is 430 cm.

Method 1: Compare 430 to 35, so Rope Q is longer.
Method 2: Convert Rope P to 435 cm, then compare 435 cm and 430 cm.

Which evaluation is correct?",Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Analyzing,hard,4,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""Method 1 is correct because 430 is greater than 35."",""correct"":false},{""text"":""Method 2 is correct because Rope P = 435 cm, so Rope P is 5 cm longer than Rope Q."",""correct"":true},{""text"":""Both methods are correct because 4 m 35 cm and 430 cm are equal."",""correct"":false},{""text"":""Neither method is correct because 430 cm should be changed to 43 cm before comparing."",""correct"":false}]","Rope P is 4 m 35 cm = 400 cm + 35 cm = 435 cm. Rope Q is 430 cm. Since 435 cm is 5 cm more than 430 cm, Rope P is 5 cm longer, so Method 2 is correct. Method 1 is wrong because it compares 430 only to 35 and ignores the 4 metres. Option 3 is false because 435 cm and 430 cm are not equal. Option 4 changes 430 cm incorrectly.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""evaluate_a_claim""}"
10,tmcags0-suc10vc-lscspbths-q10-mcq,Q10,mcq,"Choose the method that correctly solves this sweet drink problem: 9 L of lemonade is poured equally into 6 jugs, and then 100 mL spills from each jug. How much lemonade is served in each jug?",Maths,4,Measurement & Conversion,Unit Conversions,Students can solve problems requiring conversion within the same measurement system,Analyzing,hard,4,"MCQ for Grade 4 Measurement & Conversion: Unit Conversions, aligned to Students can solve problems requiring conversion within the same measurement system.","[{""text"":""Change 9 L to 9,000 mL, divide by 6 to get 1,500 mL, then subtract 100 mL to get 1,400 mL."",""correct"":true},{""text"":""Change 9 L to 900 mL, divide by 6 to get 150 mL, then subtract 100 mL to get 50 mL."",""correct"":false},{""text"":""Divide 9 by 6 to get 3, then add 100 mL to get 1,300 mL."",""correct"":false},{""text"":""Change 9 L to 9,000 mL, subtract 100 mL first to get 8,900 mL, then divide by 6 to get 1,483 mL."",""correct"":false}]","Fantastic! Each jug first gets 9,000 ÷ 6 = 1,500 mL. Then 100 mL spills from each jug, so 1,500 - 100 = 1,400 mL served in each jug.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Measurement & Conversion"",""subtopic"":""Unit Conversions"",""learning_objective"":""Students can solve problems requiring conversion within the same measurement system"",""focus"":""compare_methods""}"
