rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,titd2fd0-scd1htj-lscrd1epu-q1-mcq,Q1,mcq,Choose the correct result for this toy train distance: 3.67 meters rounded to the nearest tenth.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""3.6"",""correct"":false},{""text"":""3.7"",""correct"":true},{""text"":""4.0"",""correct"":false},{""text"":""3.5"",""correct"":false}]","Great job! 3.67 rounds to 3.7 because the hundredths digit is 7, so the tenths digit goes up. The other choices do not follow the rounding rule.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Round a decimal to the nearest tenth""}"
2,titd2fd0-scd1htj-lscrd1epu-q2-mcq,Q2,mcq,Which statement correctly describes how 5.24 rounds?,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""Rounded to the nearest whole number, 5.24 becomes 6."",""correct"":false},{""text"":""Rounded to the nearest tenth, 5.24 becomes 5.3."",""correct"":false},{""text"":""Rounded to the nearest whole number, 5.24 becomes 5."",""correct"":true},{""text"":""Rounded to the nearest tenth, 5.24 becomes 5.1."",""correct"":false}]","To round 5.24 to the nearest whole number, look at the tenths digit, which is 2. Since 2 is less than 5, round down to 5. So the correct statement is that 5.24 becomes 5 when rounded to the nearest whole number. It does not become 6. For the nearest tenth, 5.24 would become 5.2 because the hundredths digit is 4, so 5.3 and 5.1 are both incorrect.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Identify a correct rounding statement""}"
3,titd2fd0-scd1htj-lscrd1epu-q3-mcq,Q3,mcq,A jar has 8.43 cups of jellybeans. Choose the number it rounds to when rounded to the nearest tenth.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""8.5"",""correct"":false},{""text"":""8.4"",""correct"":true},{""text"":""8"",""correct"":false},{""text"":""9.4"",""correct"":false}]","Well done! 8.43 rounds to 8.4 because the hundredths digit is 3, so the tenths digit stays the same. The other answers are not the nearest tenth.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Round a decimal in a real-world context to the nearest tenth""}"
4,titd2fd0-scd1htj-lscrd1epu-q4-mcq,Q4,mcq,Which statement correctly explains why 2.58 rounds to 3 to the nearest whole number?,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""2 is correct because 2.58 is closer to 2."",""correct"":false},{""text"":""3 is correct because 2.58 has 5 tenths or more."",""correct"":true},{""text"":""2.6 is correct because tenths are used."",""correct"":false},{""text"":""2.5 is correct because the 5 stays the same."",""correct"":false}]","To round 2.58 to the nearest whole number, look at the tenths digit. The tenths digit is 5, so the number rounds up to the next whole number, which is 3. That makes the second statement correct. The first statement is wrong because 2.58 is not closer to 2 than to 3. The last two choices are not whole numbers, so they cannot be correct answers when rounding to the nearest whole number.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Judge the correct rounded whole number""}"
5,titd2fd0-scd1htj-lscrd1epu-q5-mcq,Q5,mcq,Choose the method correctly solving this sticker card number: 7.81 rounded to the nearest tenth.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""Look at the hundredths digit 1, so 7.81 rounds to 7.8."",""correct"":true},{""text"":""Look at the tenths digit 8, so 7.81 rounds to 8.0."",""correct"":false},{""text"":""Look at the ones digit 7, so 7.81 rounds to 7.0."",""correct"":false},{""text"":""Look at the hundredths digit 1, so 7.81 rounds to 7.9."",""correct"":false}]","Excellent! To round to the nearest tenth, look at the hundredths digit. It is 1, so 7.8 stays 7.8. The other methods look at the wrong digit or change the number the wrong way.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Pick the correct rounding method to the nearest tenth""}"
6,titd2fd0-scd1htj-lscrd1epu-q6-mcq,Q6,mcq,"At the playground, a hop was 4.95 meters long. Choose the correct result when it is rounded to the nearest whole number.",Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""4"",""correct"":false},{""text"":""4.9"",""correct"":false},{""text"":""5"",""correct"":true},{""text"":""6"",""correct"":false}]","Super work! 4.95 rounds to 5 as a whole number because the decimal part is 0.95, which is more than 0.5. The other answers are not the nearest whole number.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Round a decimal to the nearest whole number""}"
7,titd2fd0-scd1htj-lscrd1epu-q7-mcq,Q7,mcq,"Consider this statement: ""6.15 rounds to 6 as a whole number and 6.1 as a tenth because the tenths digit is 1."" Which evaluation is correct?",Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Evaluating,hard,4,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""The whole number and the tenth are both correct, but the reason is incomplete."",""correct"":false},{""text"":""The whole number is correct, but the nearest tenth should be 6.2 because the hundredths digit is 5."",""correct"":true},{""text"":""The nearest tenth is correct, but the whole number should be 7 because the ones digit is 6."",""correct"":false},{""text"":""Both rounded numbers are incorrect; it should round to 7 and 6.2."",""correct"":false}]","6.15 rounds to 6 as the nearest whole number because it is less than 6.5. To round to the nearest tenth, look at the hundredths digit, which is 5. That means 6.1 rounds up to 6.2. So the whole number is correct, but the nearest tenth is not. Option 2 is correct. Option 1 is wrong because 6.1 is not the nearest tenth. Option 3 uses the wrong place value for whole-number rounding, and option 4 is wrong because 6.15 does not round to 7 as a whole number.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""find_the_error""}"
8,titd2fd0-scd1htj-lscrd1epu-q8-mcq,Q8,mcq,A box of shiny stickers has a secret decimal number on it. The number rounds to 7.3 to the nearest tenth and also rounds to 7 to the nearest whole number. Choose the decimal that could be on the box.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Analyzing,hard,4,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""7.34"",""correct"":true},{""text"":""7.26"",""correct"":false},{""text"":""7.35"",""correct"":false},{""text"":""7.44"",""correct"":false}]","Great job checking both rules! 7.34 rounds to 7.3 to the nearest tenth because the hundredths digit is 4. It also rounds to 7 as the nearest whole number because the tenths digit is 3, so it stays at 7. The other numbers miss one of the clues.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""reverse_reasoning""}"
9,titd2fd0-scd1htj-lscrd1epu-q9-mcq,Q9,mcq,Look at the decimal 1.49. Choose the correct nearest whole number.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""0"",""correct"":false},{""text"":""1"",""correct"":true},{""text"":""2"",""correct"":false},{""text"":""1.5"",""correct"":false}]","Nice job! Because 0.49 is less than 0.5, 1.49 rounds to 1.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Round a decimal to the nearest whole number""}"
10,titd2fd0-scd1htj-lscrd1epu-q10-mcq,Q10,mcq,Choose the method result that correctly rounds 2.05 to the nearest tenth.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can round decimals to the nearest whole number or tenth,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can round decimals to the nearest whole number or tenth.","[{""text"":""2.0"",""correct"":false},{""text"":""2.1"",""correct"":true},{""text"":""2"",""correct"":false},{""text"":""2.5"",""correct"":false}]","Wonderful! The hundredths digit is 5, so 2.05 rounds up to 2.1.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can round decimals to the nearest whole number or tenth"",""focus"":""Round a decimal ending in hundredths 5 to nearest tenth""}"
