rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tvei4t7-sitv1w1q-lscwsbycd-q1-mcq,Q1,mcq,Choose the correct expression for this number idea: a number increased by 6.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Knowing,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""n + 6"",""correct"":true},{""text"":""6n"",""correct"":false},{""text"":""n - 6"",""correct"":false},{""text"":""6 - n"",""correct"":false}]","Great job! “Increased by 6” means add 6, so the expression is n + 6. The other choices show multiplying or subtracting instead.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""Write a simple expression for an unknown number increased by a given amount""}"
2,tvei4t7-sitv1w1q-lscwsbycd-q2-mcq,Q2,mcq,Select the true statement about the expression m + 4.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""It means 4 less than m."",""correct"":false},{""text"":""It means m more than 4 groups."",""correct"":false},{""text"":""It means a number m and 4 more."",""correct"":true},{""text"":""It means 4 times m."",""correct"":false}]",Nice thinking! m + 4 means start with the number m and add 4 more. The other answers mix it up with subtraction or multiplication.,"{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""Interpret a simple addition expression with a variable""}"
3,tvei4t7-sitv1w1q-lscwsbycd-q3-mcq,Q3,mcq,A box has t toy cars inside. Then 3 more toy cars are dropped in. Choose the expression that shows how many toy cars are in the box now.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Applying,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""t - 3"",""correct"":false},{""text"":""3t"",""correct"":false},{""text"":""t + 3"",""correct"":true},{""text"":""3 - t"",""correct"":false}]","Well done! The box starts with t toy cars, then 3 more are added, so t + 3 is correct. The other choices mean taking away or multiplying.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""Match a simple real-world add-to story to an expression""}"
4,tvei4t7-sitv1w1q-lscwsbycd-q4-mcq,Q4,mcq,"Look at the expressions for a sweet bag adventure. The bag starts with n sweets, then 5 more sweets are put in, and after that 2 sweets are eaten. A sign says the matching expression is n + 7 because 5 and 2 make 7. Choose the best reason this sign is wrong.",Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Evaluating,hard,4,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""The 2 sweets are eaten, so they should be subtracted. The expression should be n + 5 - 2, not n + 7."",""correct"":true},{""text"":""The 5 sweets should be subtracted too, so the expression should be n - 5 - 2."",""correct"":false},{""text"":""The letter n should be changed to 7, so the expression should be 7 + 5 - 2."",""correct"":false},{""text"":""The story cannot be written with a letter because the starting number is unknown."",""correct"":false}]","You’ve got it! Putting in 5 means +5, but eating 2 means -2, so the story is n + 5 - 2. The sign added both numbers, but one action was taking sweets away.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""find_the_error""}"
5,tvei4t7-sitv1w1q-lscwsbycd-q5-mcq,Q5,mcq,"Choose the expression that matches this snack story: There are y cookies in a jar, then 2 cookies are eaten.",Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Applying,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""y + 2"",""correct"":false},{""text"":""2 - y"",""correct"":false},{""text"":""y - 2"",""correct"":true},{""text"":""2y"",""correct"":false}]","Start with y cookies. If 2 cookies are eaten, subtract 2. That gives y - 2. y + 2 would mean 2 more cookies were added, 2 - y starts with 2 instead of y, and 2y means 2 groups of y.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""writing a subtraction expression from context""}"
6,tvei4t7-sitv1w1q-lscwsbycd-q6-mcq,Q6,mcq,Pick the correct expression for this math idea: 6 more than t.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Knowing,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""t - 6"",""correct"":false},{""text"":""6 - t"",""correct"":false},{""text"":""t + 6"",""correct"":true},{""text"":""6t"",""correct"":false}]","Super! “6 more than t” means add 6 to t, so t + 6 is the correct expression.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""writing an addition expression""}"
7,tvei4t7-sitv1w1q-lscwsbycd-q7-mcq,Q7,mcq,Choose the sentence that is correct about the expression k - 7.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""It means a number take away 7."",""correct"":true},{""text"":""It means 7 added to a number."",""correct"":false},{""text"":""It means 7 times a number."",""correct"":false},{""text"":""It means 7 take away a number."",""correct"":false}]",Great job! k - 7 means a number take away 7. “7 take away a number” would be written 7 - k.,"{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""describing a subtraction expression""}"
8,tvei4t7-sitv1w1q-lscwsbycd-q8-mcq,Q8,mcq,A sticker book has s shiny stickers. Then 9 more stickers are added. Choose the expression for the total number of stickers.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Applying,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""s + 9"",""correct"":true},{""text"":""s - 9"",""correct"":false},{""text"":""9 - s"",""correct"":false},{""text"":""9s"",""correct"":false}]","Fantastic! “9 more stickers are added” means add 9, so the total is s + 9.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""writing an addition expression from context""}"
9,tvei4t7-sitv1w1q-lscwsbycd-q9-mcq,Q9,mcq,Compare the expressions and choose the one that means a number plus 2.,Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Understanding,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""2 - r"",""correct"":false},{""text"":""r - 2"",""correct"":false},{""text"":""r + 2"",""correct"":true},{""text"":""2r"",""correct"":false}]",Nice work! A number plus 2 is written as r + 2. The other options mean subtracting or multiplying.,"{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""identifying an addition expression""}"
10,tvei4t7-sitv1w1q-lscwsbycd-q10-mcq,Q10,mcq,"Choose the expression that matches this toy story: b balloons are in a box, and 5 balloons float away.",Maths,4,Variables & Expressions,Introduction to Variables,Students can write simple expressions using a letter for an unknown,Applying,easy,1,"MCQ for Grade 4 Variables & Expressions: Introduction to Variables, aligned to Students can write simple expressions using a letter for an unknown.","[{""text"":""b + 5"",""correct"":false},{""text"":""b - 5"",""correct"":true},{""text"":""5 - b"",""correct"":false},{""text"":""5b"",""correct"":false}]","You got it! If 5 balloons float away, we subtract 5, so b - 5 is correct.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Variables & Expressions"",""subtopic"":""Introduction to Variables"",""learning_objective"":""Students can write simple expressions using a letter for an unknown"",""focus"":""writing a subtraction expression from context""}"
