rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,titd2fd0-sudr3r3-lscra9a2w-q1-mcq,Q1,mcq,Choose the correct way to read 0.7 on a toy rocket label.,Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Knowing,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""seven tenths"",""correct"":true},{""text"":""seventy"",""correct"":false},{""text"":""seven hundredths"",""correct"":false},{""text"":""zero point seventy"",""correct"":false}]","Nice job! 0.7 means 7 tenths, so ""seven tenths"" is correct. The 7 is in the tenths place.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""read a decimal to tenths in words""}"
2,titd2fd0-sudr3r3-lscra9a2w-q2-mcq,Q2,mcq,Select the true statement about 0.45 on a sticker sheet.,Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""In 0.45, 4 is in the tenths place and 5 is in the hundredths place."",""correct"":true},{""text"":""In 0.45, 4 is in the hundreds place and 5 is in the tens place."",""correct"":false},{""text"":""In 0.45, 5 is in the tenths place and 4 is in the hundredths place."",""correct"":false},{""text"":""In 0.45, both digits are in the tenths place."",""correct"":false}]","Great thinking! In 0.45, the first digit after the decimal is tenths, so 4 is tenths and 5 is hundredths.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""identify tenths and hundredths digits""}"
3,titd2fd0-sudr3r3-lscra9a2w-q3-mcq,Q3,mcq,"A jar label was worked out like this: Step 1: 0.5 = 5 hundredths. Step 2: so 0.5 = 0.05. Step 3: and 0.05 is smaller than 0.15, so 0.5 is smaller than 0.15. Which choice best analyzes the work?",Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Analyzing,hard,4,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""Step 1 is the first error, because 0.5 means 5 tenths, so the later steps are based on a wrong idea."",""correct"":true},{""text"":""Step 2 is the first error, because 0.5 and 0.05 are both 5 hundredths."",""correct"":false},{""text"":""Step 3 is the first error, because 0.05 is greater than 0.15."",""correct"":false},{""text"":""There is no error, because 0.5, 0.05, and 0.15 all show 5 ones."",""correct"":false}]","Step 1 is the first error. The decimal 0.5 means 5 tenths, not 5 hundredths. In hundredths, 0.5 is 0.50, which is 50 hundredths. Because Step 1 is wrong, Step 2 and Step 3 are also based on a wrong conversion. In fact, 0.50 is greater than 0.15.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""find_the_error""}"
4,titd2fd0-sudr3r3-lscra9a2w-q4-mcq,Q4,mcq,Decide which comparison is correct for these decimal cards: 0.8 and 0.08.,Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""0.8 = 0.08"",""correct"":false},{""text"":""0.8 < 0.08"",""correct"":false},{""text"":""0.8 > 0.08"",""correct"":true},{""text"":""0.8 and 0.08 cannot be compared"",""correct"":false}]","You’ve got it! 0.8 is 8 tenths, and 0.08 is 8 hundredths. Tenths are bigger than hundredths, so 0.8 is greater.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""compare tenths and hundredths""}"
5,titd2fd0-sudr3r3-lscra9a2w-q5-mcq,Q5,mcq,"Choose the decimal written to the tenths place that matches the words ""six tenths"" on a snack box.",Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Knowing,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""6.0"",""correct"":false},{""text"":""0.06"",""correct"":false},{""text"":""0.6"",""correct"":true},{""text"":""0.16"",""correct"":false}]","Six tenths means 6 in the tenths place, so the decimal is 0.6. 0.06 is six hundredths, 0.16 is one tenth and six hundredths, and 6.0 means 6 ones.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""write tenths as a decimal""}"
6,titd2fd0-sudr3r3-lscra9a2w-q6-mcq,Q6,mcq,"Pick the correct way to write ""twenty-five hundredths"" as a decimal.",Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Knowing,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""0.25"",""correct"":true},{""text"":""2.5"",""correct"":false},{""text"":""0.205"",""correct"":false},{""text"":""25.0"",""correct"":false}]",Nice work! Twenty-five hundredths is 0.25. Hundredths need two digits after the decimal point.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""write hundredths as a decimal""}"
7,titd2fd0-sudr3r3-lscra9a2w-q7-mcq,Q7,mcq,Choose the sentence that is correct about 0.9 on a game score board.,Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""The 9 is in the tens place."",""correct"":false},{""text"":""The 9 is in the tenths place."",""correct"":true},{""text"":""The 9 is in the hundredths place."",""correct"":false},{""text"":""The 9 is in the ones place."",""correct"":false}]","Super job! In 0.9, the 9 is the first digit after the decimal point, so it is in the tenths place.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""identify place value in tenths""}"
8,titd2fd0-sudr3r3-lscra9a2w-q8-mcq,Q8,mcq,A puppy wins a ribbon marked 0.14. Choose the way to write this decimal in words.,Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Knowing,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""fourteen hundredths"",""correct"":true},{""text"":""one four tenths"",""correct"":false},{""text"":""one hundred four tenths"",""correct"":false},{""text"":""four tenths"",""correct"":false}]","Great work! 0.14 means 14 hundredths, so it is read as fourteen hundredths.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""read hundredths in words""}"
9,titd2fd0-sudr3r3-lscra9a2w-q9-mcq,Q9,mcq,"Two students compare the candy prices 0.48 and 0.5. One says, ""0.48 is greater because 48 is greater than 5."" The other rewrites 0.5 as 0.50 and compares hundredths. Which statement is correct?",Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Evaluating,hard,4,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""0.48 is greater because 48 is greater than 5."",""correct"":false},{""text"":""0.5 is greater because 0.5 = 0.50, and 50 hundredths is greater than 48 hundredths."",""correct"":true},{""text"":""They are equal because both numbers are less than 1."",""correct"":false},{""text"":""0.48 is greater because it has more digits after the decimal point."",""correct"":false}]","The correct statement is that 0.5 is greater. Rewriting 0.5 as 0.50 makes the comparison easier: 0.50 is 50 hundredths, and 0.48 is 48 hundredths. Since 50 hundredths is more than 48 hundredths, 0.5 is greater. Looking only at 48 and 5 as whole numbers is not a correct way to compare decimals.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""compare_methods""}"
10,titd2fd0-sudr3r3-lscra9a2w-q10-mcq,Q10,mcq,"Choose the decimal that matches the words ""nine hundredths"" on a tiny treasure map.",Maths,4,Introduction to Decimals,Understanding Decimals,Students can read and write decimals to tenths and hundredths,Knowing,easy,1,"MCQ for Grade 4 Introduction to Decimals: Understanding Decimals, aligned to Students can read and write decimals to tenths and hundredths.","[{""text"":""0.9"",""correct"":false},{""text"":""0.09"",""correct"":true},{""text"":""9.0"",""correct"":false},{""text"":""0.90"",""correct"":false}]",Fantastic! Nine hundredths is 0.09. The 9 goes in the hundredths place.,"{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Understanding Decimals"",""learning_objective"":""Students can read and write decimals to tenths and hundredths"",""focus"":""write hundredths as decimal""}"
