rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,titd2fd0-scd1htj-lscca1itv-q1-mcq,Q1,mcq,Choose the decimal that is greater than 0.46 but less than 0.50.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.45"",""correct"":false},{""text"":""0.47"",""correct"":true},{""text"":""0.50"",""correct"":false},{""text"":""0.54"",""correct"":false}]",Nice job! 0.47 is more than 0.46 and less than 0.50. The others are either too small or too big.,"{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""identify a decimal between two decimals""}"
2,titd2fd0-scd1htj-lscca1itv-q2-mcq,Q2,mcq,Select the true statement about 0.8 and 0.80.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.8 is greater than 0.80"",""correct"":false},{""text"":""0.8 is less than 0.80"",""correct"":false},{""text"":""0.8 and 0.80 are equal"",""correct"":true},{""text"":""0.8 and 0.80 cannot be compared"",""correct"":false}]",Great thinking! 0.8 and 0.80 are the same value. A zero at the end does not change the decimal.,"{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""recognise equivalent decimals""}"
3,titd2fd0-scd1htj-lscca1itv-q3-mcq,Q3,mcq,"A box of rainbow stickers has prices of 0.33 coins, 0.38 coins, 0.31 coins, and 0.35 coins. Pick the greatest price.",Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.33"",""correct"":false},{""text"":""0.38"",""correct"":true},{""text"":""0.31"",""correct"":false},{""text"":""0.35"",""correct"":false}]","Well done! 0.38 is the greatest because 38 hundredths is more than 33, 31, and 35 hundredths.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""compare decimals in a simple context""}"
4,titd2fd0-scd1htj-lscca1itv-q4-mcq,Q4,mcq,Decide which comparison is correct for 0.62 and 0.59.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.62 < 0.59"",""correct"":false},{""text"":""0.62 = 0.59"",""correct"":false},{""text"":""0.62 > 0.59"",""correct"":true},{""text"":""0.62 and 0.59 cannot be compared"",""correct"":false}]","You’ve got it! 62 hundredths is more than 59 hundredths, so 0.62 is greater.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""compare two decimals""}"
5,titd2fd0-scd1htj-lscca1itv-q5-mcq,Q5,mcq,"Choose the order from least to greatest for these toy train speeds: 0.41, 0.14, 0.4, 0.44.",Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.44, 0.41, 0.4, 0.14"",""correct"":false},{""text"":""0.14, 0.4, 0.41, 0.44"",""correct"":true},{""text"":""0.4, 0.14, 0.41, 0.44"",""correct"":false},{""text"":""0.14, 0.41, 0.4, 0.44"",""correct"":false}]","Excellent! 0.14 is smallest. Then 0.40, 0.41, and 0.44 go in order. Writing 0.4 as 0.40 can help.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""order decimals least to greatest""}"
6,titd2fd0-scd1htj-lscca1itv-q6-mcq,Q6,mcq,Pick the decimal that is smaller than 0.29.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.31"",""correct"":false},{""text"":""0.29"",""correct"":false},{""text"":""0.32"",""correct"":false},{""text"":""0.28"",""correct"":true}]",Good work! 0.28 is less than 0.29. The others are equal to or greater than 0.29.,"{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""identify smaller decimal""}"
7,titd2fd0-scd1htj-lscca1itv-q7-mcq,Q7,mcq,"Choose the sentence that is correct about 0.57, 0.75, and 0.57.",Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Understanding,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.75 is the smallest number"",""correct"":false},{""text"":""0.57 and 0.75 are equal"",""correct"":false},{""text"":""The two numbers 0.57 are equal and both are less than 0.75"",""correct"":true},{""text"":""0.57 is greater than 0.75"",""correct"":false}]","Super job! The two 0.57 numbers match exactly, and 0.75 is bigger than 0.57.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""compare equal and unequal decimals""}"
8,titd2fd0-scd1htj-lscca1itv-q8-mcq,Q8,mcq,"A puppy runs 0.48 km, 0.43 km, 0.45 km, and 0.41 km in four short races. Pick the distance that is least.",Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.48 km"",""correct"":false},{""text"":""0.43 km"",""correct"":false},{""text"":""0.45 km"",""correct"":false},{""text"":""0.41 km"",""correct"":true}]",Nice work! 0.41 km is the smallest distance. It has the fewest hundredths.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""identify least decimal in context""}"
9,titd2fd0-scd1htj-lscca1itv-q9-mcq,Q9,mcq,Look at the decimals 0.67 and 0.70. Choose the correct symbol to compare them.,Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.67 > 0.70"",""correct"":false},{""text"":""0.67 < 0.70"",""correct"":true},{""text"":""0.67 = 0.70"",""correct"":false},{""text"":""0.67 and 0.70 switch places each time"",""correct"":false}]",Great! 0.67 is less than 0.70 because 67 hundredths is less than 70 hundredths.,"{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""use comparison symbols""}"
10,titd2fd0-scd1htj-lscca1itv-q10-mcq,Q10,mcq,"Choose the list that shows these snack prices from greatest to least: 0.92, 0.29, 0.90, 0.99.",Maths,4,Introduction to Decimals,Comparing Decimals,Students can compare and order decimals to hundredths,Applying,easy,1,"MCQ for Grade 4 Introduction to Decimals: Comparing Decimals, aligned to Students can compare and order decimals to hundredths.","[{""text"":""0.29, 0.90, 0.92, 0.99"",""correct"":false},{""text"":""0.99, 0.92, 0.90, 0.29"",""correct"":true},{""text"":""0.90, 0.92, 0.99, 0.29"",""correct"":false},{""text"":""0.99, 0.90, 0.29, 0.92"",""correct"":false}]","Awesome! From biggest to smallest, the order is 0.99, 0.92, 0.90, 0.29.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Introduction to Decimals"",""subtopic"":""Comparing Decimals"",""learning_objective"":""Students can compare and order decimals to hundredths"",""focus"":""order decimals greatest to least""}"
