rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tao1uc4-sd6157-lscir1jhx-q1-mcq,Q1,mcq,"A pet shop has 95 dog biscuits and packs them into boxes of 8. Every used box must be full. Mia says, ""There must be 12 full boxes because 95 ÷ 8 = 11 remainder 7, and the 7 leftover biscuits mean one more box is needed."" Which choice explains the situation correctly?",Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Analyzing,hard,4,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""Mia is correct. The 7 leftover biscuits make a 12th full box."",""correct"":false},{""text"":""Mia is incorrect. There are 11 full boxes, and 7 biscuits are left unpacked because leftovers do not make another full box."",""correct"":true},{""text"":""Mia is incorrect. There are 10 full boxes because you should subtract 8 from 95 before dividing."",""correct"":false},{""text"":""Mia is correct. There are 13 full boxes because 11 boxes plus 7 leftovers equals 18 groups, and 18 is close to 13."",""correct"":false}]","Compute 95 ÷ 8 = 11 remainder 7. That means 11 full boxes can be packed, using 11 × 8 = 88 biscuits, with 7 biscuits left over. Because every used box must be full, the 7 leftovers cannot become another box. So the correct choice is that Mia is incorrect and there are 11 full boxes with 7 unpacked biscuits left. Choice A is wrong because a remainder does not mean another full box. Choice C is wrong because subtracting 8 first is not the correct way to find the number of full boxes. Choice D does not use division meaningfully.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""reverse_reasoning""}"
2,tao1uc4-sd6157-lscir1jhx-q2-mcq,Q2,mcq,Select the true statement about 86 toy cars packed into crates of 9 when only full crates can be used.,Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""9 full crates work because 9 remainder 5 means the extra 5 can fill another crate."",""correct"":false},{""text"":""8 full crates and 14 cars left is correct because 14 is bigger than 9."",""correct"":false},{""text"":""9 full crates and 5 cars left is correct because 9 × 9 = 81 and 86 - 81 = 5."",""correct"":true},{""text"":""10 full crates and 4 cars left is correct because 10 is close to 9."",""correct"":false}]","Great job checking the meaning of the remainder! 9 crates hold 81 cars, so 86 leaves 5. The remainder must be less than 9, so 14 cars left cannot be right, and 5 extra cars do not make another full crate.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""evaluate_a_claim""}"
3,tao1uc4-sd6157-lscir1jhx-q3-mcq,Q3,mcq,"A zoo gift shop packs 73 animal stickers into surprise bags of 6. One tag says, ""12 full bags and 1 sticker left."" Another tag says, ""11 full bags and 7 stickers left."" Choose the best judgment.",Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""The first tag is correct because 12 × 6 = 72 and 1 is left."",""correct"":true},{""text"":""The second tag is correct because 11 bags use fewer stickers."",""correct"":false},{""text"":""Both tags are correct because they both add to 73."",""correct"":false},{""text"":""Neither tag is correct because 73 cannot be divided by 6."",""correct"":false}]","Well done! The first tag matches the rules: 12 × 6 = 72, with 1 sticker left. The second tag is not allowed because a remainder of 7 is too big when dividing by 6.","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""compare_methods""}"
4,tao1uc4-sd6157-lscir1jhx-q4-mcq,Q4,mcq,"Compare the two picnic plans. There are 94 cherries, and each bowl holds 8 cherries. Plan Sun says, ""11 full bowls and 6 cherries left."" Plan Moon says, ""12 full bowls because 11 remainder 6 is almost 12."" Pick the correct judgment.",Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""Plan Sun is correct because only full bowls count, so the 6 extra cherries do not make another full bowl."",""correct"":true},{""text"":""Plan Moon is correct because 6 is more than half of 8."",""correct"":false},{""text"":""Both plans are correct because 11 remainder 6 and 12 mean nearly the same thing."",""correct"":false},{""text"":""Neither plan is correct because 94 is not close to a multiple of 8."",""correct"":false}]","You’ve got it! 11 × 8 = 88, so 6 cherries are left. Since a bowl must be full, those 6 cannot become a 12th bowl.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""evaluate_a_claim""}"
5,tao1uc4-sd6157-lscir1jhx-q5-mcq,Q5,mcq,"Choose the method that correctly solves this sweet jar problem. There are 67 jelly beans, and jars hold 5 each. Every filled jar must be full. Method P uses 5 × 13 = 65, so it gives 13 full jars and 2 left. Method Q uses 5 × 14 = 70, so it gives 14 full jars and 3 left.",Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""Method P is correct because 65 is the greatest multiple of 5 that does not go past 67."",""correct"":true},{""text"":""Method Q is correct because 70 is closer to 67 than 65 is."",""correct"":false},{""text"":""Both methods are correct because 2 left and 3 left are both small."",""correct"":false},{""text"":""Neither method is correct because 67 is not a multiple of 5."",""correct"":false}]","Excellent work! Method P is right. We need the biggest full groups without going over 67. Method Q goes past 67, so it cannot show full jars.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""compare_methods""}"
6,tao1uc4-sd6157-lscir1jhx-q6-mcq,Q6,mcq,Choose the correct result for 31 stickers shared in groups of 6.,Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Applying,easy,1,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""5 groups and 1 sticker left"",""correct"":true},{""text"":""6 groups and 1 sticker left"",""correct"":false},{""text"":""4 groups and 7 stickers left"",""correct"":false},{""text"":""5 groups and 6 stickers left"",""correct"":false}]","Excellent! 31 ÷ 6 = 5 remainder 1, so there are 5 full groups and 1 sticker left.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""Finding quotient and remainder""}"
7,tao1uc4-sd6157-lscir1jhx-q7-mcq,Q7,mcq,Decide which claim about 104 seashells packed into pouches of 9 is true when only full pouches may be tied.,Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Evaluating,hard,4,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""10 full pouches and 14 shells left is fine because 10 + 14 = 24."",""correct"":false},{""text"":""11 full pouches and 5 shells left is correct because 11 × 9 = 99 and 104 - 99 = 5."",""correct"":true},{""text"":""12 full pouches and 2 shells left is correct because 12 is close to 11."",""correct"":false},{""text"":""11 full pouches and 6 shells left is correct because 99 and 6 make 105, and that is close to 104."",""correct"":false}]","Super checking! 11 pouches use 99 shells, and 104 - 99 = 5. A remainder must fit the total exactly, and it must be less than 9.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""find_the_error""}"
8,tao1uc4-sd6157-lscir1jhx-q8-mcq,Q8,mcq,"A snack stand has 98 grapes. It can use only one cup size for all the grapes. Small cups hold 6 grapes each and cost 2 tokens per cup. Big cups hold 7 grapes each and cost 3 tokens per cup. Every used cup must be full. The stand wants to leave as few grapes as possible. If both cup sizes leave the same number of grapes, choose the cheaper option. Which choice is best?",Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Analyzing,hard,5,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""Use small cups, because they are cheaper per cup."",""correct"":false},{""text"":""Use small cups, because 98 ÷ 6 = 16 remainder 2, and 16 cups cost 32 tokens."",""correct"":false},{""text"":""Use big cups, because 98 ÷ 7 = 14 remainder 0, so no grapes are left over."",""correct"":true},{""text"":""Use big cups, because bigger cups always mean fewer leftovers."",""correct"":false}]","Check the leftovers first. Small cups: 98 ÷ 6 = 16 remainder 2, so 2 grapes would be left over. Big cups: 98 ÷ 7 = 14 remainder 0, so no grapes are left over. Since the stand wants to leave as few grapes as possible, big cups are best right away, and the tie-breaker about cost is not needed. Choice C is correct. Choice B is wrong because small cups leave 2 grapes, which is more waste than 0. Choice A focuses only on cup price and ignores the leftover rule. Choice D is not a reliable rule in general; in this case big cups work because 98 is exactly divisible by 7.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""multi_constraint_problem""}"
9,tao1uc4-sd6157-lscir1jhx-q9-mcq,Q9,mcq,Which quotient and remainder are correct for 18 ÷ 5?,Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Analyzing,easy,1,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""18 ÷ 5 = 3 remainder 3"",""correct"":true},{""text"":""18 ÷ 5 = 4 remainder 2"",""correct"":false},{""text"":""18 ÷ 5 = 2 remainder 8"",""correct"":false},{""text"":""18 ÷ 5 = 3 remainder 5"",""correct"":false}]","5 goes into 18 three whole times because 5 × 3 = 15. Then 18 - 15 = 3, so 18 ÷ 5 = 3 remainder 3. The choice with 4 remainder 2 is too large because 5 × 4 = 20, and a remainder must be smaller than 5.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""Identifying a correct division statement""}"
10,tao1uc4-sd6157-lscir1jhx-q10-mcq,Q10,mcq,Choose the equation that matches this story: 20 marbles are put into bags of 6. Some marbles are left over.,Maths,4,Arithmetic Operations,Division,Students can interpret remainders in context,Understanding,easy,1,"MCQ for Grade 4 Arithmetic Operations: Division, aligned to Students can interpret remainders in context.","[{""text"":""20 ÷ 6 = 3 remainder 2"",""correct"":true},{""text"":""20 ÷ 6 = 2 remainder 8"",""correct"":false},{""text"":""20 ÷ 6 = 4 remainder 2"",""correct"":false},{""text"":""20 ÷ 6 = 3 remainder 6"",""correct"":false}]","Well done! 6 fits into 20 three times, with 2 marbles left over, so 20 ÷ 6 = 3 remainder 2.","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Arithmetic Operations"",""subtopic"":""Division"",""learning_objective"":""Students can interpret remainders in context"",""focus"":""Matching story context to division with remainder""}"
