rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,ttps1oex-sds1268-lscce1vem-q1-mcq,Q1,mcq,"A toy train adventure must finish exactly at 4:25 p.m. It has 36 minutes of tunnel time, then a 14-minute snack stop, then 48 minutes of station games. One plan says the adventure should start at 2:47 p.m. Choose the best answer about that plan.",Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Analyzing,hard,4,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""The plan is correct because 36 + 14 + 48 = 98 minutes, and 98 minutes before 4:25 p.m. is 2:47 p.m."",""correct"":true},{""text"":""The plan is not correct because the adventure should start at 3:07 p.m."",""correct"":false},{""text"":""The plan is not correct because the adventure should start at 2:57 p.m."",""correct"":false},{""text"":""The plan is not correct because the adventure lasts only 88 minutes."",""correct"":false}]","Nice thinking! Add the times first: 36 + 14 + 48 = 98 minutes, which is 1 hour 38 minutes. Count back 1 hour 38 minutes from 4:25 p.m. to get 2:47 p.m. The 3:07 and 2:57 answers come from counting back wrongly, and 88 minutes is a adding mistake.","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""reverse_reasoning""}"
2,ttps1oex-sds1268-lscce1vem-q2-mcq,Q2,mcq,What is the elapsed time from 4:25 to 5:25?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Understanding,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""1 hour"",""correct"":true},{""text"":""25 minutes"",""correct"":false},{""text"":""2 hours"",""correct"":false},{""text"":""35 minutes"",""correct"":false}]","The elapsed time is 1 hour. The minutes are the same at :25, so only the hour changes from 4 to 5. That means exactly 1 hour has passed, not 25 minutes, 35 minutes, or 2 hours.","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""recognising equal minutes means whole hours""}"
3,ttps1oex-sds1268-lscce1vem-q3-mcq,Q3,mcq,A toy train leaves the station at 9:40 and stops at 10:00. How long is the ride?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Applying,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""20 minutes"",""correct"":true},{""text"":""40 minutes"",""correct"":false},{""text"":""1 hour"",""correct"":false},{""text"":""10 minutes"",""correct"":false}]",Well done! From 9:40 to 10:00 is 20 minutes. You counted up to the next hour.,"{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""elapsed minutes to next hour""}"
4,ttps1oex-sds1268-lscce1vem-q4-mcq,Q4,mcq,What is the elapsed time from 1:15 to 1:45?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Analyzing,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""30 minutes"",""correct"":true},{""text"":""45 minutes"",""correct"":false},{""text"":""15 minutes"",""correct"":false},{""text"":""1 hour"",""correct"":false}]","The elapsed time is 30 minutes. The hour stays at 1, and the minutes go from 15 to 45. Since 45 - 15 = 30, the correct answer is 30 minutes.","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""comparing elapsed minutes within one hour""}"
5,ttps1oex-sds1268-lscce1vem-q5-mcq,Q5,mcq,Choose the time story that matches an elapsed time of 15 minutes.,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Understanding,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""A swing ride starts at 6:05 and ends at 6:20."",""correct"":true},{""text"":""A swing ride starts at 6:05 and ends at 6:50."",""correct"":false},{""text"":""A swing ride starts at 6:05 and ends at 7:05."",""correct"":false},{""text"":""A swing ride starts at 6:05 and ends at 6:10."",""correct"":false}]",Excellent! From 6:05 to 6:20 is 15 minutes. That matches the question perfectly.,"{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""matching schedule to duration""}"
6,ttps1oex-sds1268-lscce1vem-q6-mcq,Q6,mcq,Pick the correct answer for this snack break: it starts at 11:30 and ends at 12:00. How long is the break?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Applying,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""30 minutes"",""correct"":true},{""text"":""20 minutes"",""correct"":false},{""text"":""1 hour"",""correct"":false},{""text"":""40 minutes"",""correct"":false}]","Great thinking! From 11:30 to 12:00 is half an hour, and that is 30 minutes.","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""half hour to next hour""}"
7,ttps1oex-sds1268-lscce1vem-q7-mcq,Q7,mcq,What is the elapsed time from 7:00 to 8:00?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Understanding,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""1 hour"",""correct"":true},{""text"":""8 minutes"",""correct"":false},{""text"":""7 minutes"",""correct"":false},{""text"":""30 minutes"",""correct"":false}]","The elapsed time from 7:00 to 8:00 is exactly 1 hour. The start time and end time are both on the hour, and the hour moves forward by 1.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""full hour duration""}"
8,ttps1oex-sds1268-lscce1vem-q8-mcq,Q8,mcq,A rabbit cartoon begins at 3:20 and ends at 3:50. How long does the cartoon last?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Applying,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""30 minutes"",""correct"":true},{""text"":""20 minutes"",""correct"":false},{""text"":""50 minutes"",""correct"":false},{""text"":""1 hour"",""correct"":false}]",Nice job! 3:20 to 3:50 is 30 minutes. You only needed to count the minutes.,"{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""elapsed minutes within same hour""}"
9,ttps1oex-sds1268-lscce1vem-q9-mcq,Q9,mcq,How much time passes from 8:45 to 9:00?,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Analyzing,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""15 minutes"",""correct"":true},{""text"":""45 minutes"",""correct"":false},{""text"":""1 hour"",""correct"":false},{""text"":""5 minutes"",""correct"":false}]","The elapsed time is 15 minutes. From 8:45, you need 15 more minutes to reach 9:00. So 45 minutes and 1 hour are too long, and 5 minutes is too short.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""minutes to the next hour""}"
10,ttps1oex-sds1268-lscce1vem-q10-mcq,Q10,mcq,Choose the schedule that correctly shows a game lasting 45 minutes.,Maths,4,Time Problem Solving,Duration & Schedules,Students can calculate elapsed time across hours and minutes,Understanding,easy,1,"MCQ for Grade 4 Time Problem Solving: Duration & Schedules, aligned to Students can calculate elapsed time across hours and minutes.","[{""text"":""Start 2:10, end 2:55"",""correct"":true},{""text"":""Start 2:10, end 2:25"",""correct"":false},{""text"":""Start 2:10, end 3:10"",""correct"":false},{""text"":""Start 2:10, end 2:40"",""correct"":false}]",Great work! From 2:10 to 2:55 is 45 minutes. The other choices show different lengths.,"{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Time Problem Solving"",""subtopic"":""Duration & Schedules"",""learning_objective"":""Students can calculate elapsed time across hours and minutes"",""focus"":""matching a 45-minute duration""}"
