rowNumber,queueId,questionNumber,questionType,questionText,subject,grade,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,explanation,generationMetadata
1,tlnpvkdu0-snt10qi4s-lscca1qjw-q1-mcq,Q1,mcq,"Choose the correct result for ordering these zoo ticket numbers from least to greatest: 345,210; 345,201; 354,120.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Applying,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""345,201; 345,210; 354,120"",""correct"":true},{""text"":""354,120; 345,210; 345,201"",""correct"":false},{""text"":""345,210; 345,201; 354,120"",""correct"":false},{""text"":""345,201; 354,120; 345,210"",""correct"":false}]","Great job! Compare the digits from left to right. 345,201 is smallest, then 345,210, then 354,120. You’re ordering big numbers very well!","{""questionNumber"":""Q1"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""order numbers from least to greatest""}"
2,tlnpvkdu0-snt10qi4s-lscca1qjw-q2-mcq,Q2,mcq,"Select the true statement about these sticker numbers: 508,400 and 508,040.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Understanding,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""508,040 is greater than 508,400."",""correct"":false},{""text"":""508,400 and 508,040 are equal."",""correct"":false},{""text"":""508,400 is greater than 508,040."",""correct"":true},{""text"":""Both numbers are less than 500,000."",""correct"":false}]","Nice thinking! Both numbers start with 508, but 508,400 has 4 hundreds and 508,040 has 0 hundreds. So 508,400 is greater. Super work!","{""questionNumber"":""Q2"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""compare two large numbers""}"
3,tlnpvkdu0-snt10qi4s-lscca1qjw-q3-mcq,Q3,mcq,"A toy robot shows these scores on its screen: 620,009; 620,090; 620,900; 620,099. Choose the greatest score.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Applying,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""620,009"",""correct"":false},{""text"":""620,090"",""correct"":false},{""text"":""620,900"",""correct"":true},{""text"":""620,099"",""correct"":false}]","You’ve got it! All the numbers start with 620, so look at the last three digits. 900 is the biggest, so 620,900 is greatest. Fantastic job!","{""questionNumber"":""Q3"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""identify the greatest number""}"
4,tlnpvkdu0-snt10qi4s-lscca1qjw-q4-mcq,Q4,mcq,"Decide which comparison is correct for these candy jar numbers: 799,999 and 800,000.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Understanding,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""799,999 > 800,000"",""correct"":false},{""text"":""799,999 = 800,000"",""correct"":false},{""text"":""799,999 < 800,000"",""correct"":true},{""text"":""Both numbers are the same when rounded."",""correct"":false}]","Well done! 800,000 has 8 hundred-thousands, and 799,999 has only 7 hundred-thousands. That means 799,999 is less. Keep it up!","{""questionNumber"":""Q4"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""compare numbers around a hundred-thousand boundary""}"
5,tlnpvkdu0-snt10qi4s-lscca1qjw-q5-mcq,Q5,mcq,"One snack box has the number 456,321 and another has 456,312. Which number is larger?",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Applying,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""456,321"",""correct"":true},{""text"":""456,312"",""correct"":false},{""text"":""They are equal"",""correct"":false},{""text"":""Both are smaller than 456,300"",""correct"":false}]","Compare the digits from left to right. Both numbers have 456,3__. Now compare the tens digits: 456,321 has 2 tens, and 456,312 has 1 ten. Since 2 tens is greater than 1 ten, 456,321 is larger. The numbers are not equal, and both are greater than 456,300, so those options are incorrect.","{""questionNumber"":""Q5"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""identify the larger of two close numbers""}"
6,tlnpvkdu0-snt10qi4s-lscca1qjw-q6-mcq,Q6,mcq,"Choose the correct result for ordering these numbers from greatest to least: 899,999, 900,001, 890,100.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Knowing,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""900,001, 899,999, 890,100"",""correct"":true},{""text"":""899,999, 900,001, 890,100"",""correct"":false},{""text"":""890,100, 899,999, 900,001"",""correct"":false},{""text"":""900,001, 890,100, 899,999"",""correct"":false}]","You got it! 900,001 is the greatest, then 899,999, then 890,100. Awesome number ordering!","{""questionNumber"":""Q6"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""order numbers greatest to least""}"
7,tlnpvkdu0-snt10qi4s-lscca1qjw-q7-mcq,Q7,mcq,"Decide which claim about these playground scores is true: 812,507, 812,570, and 821,075.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Evaluating,hard,4,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""812,570 is the greatest because 570 is greater than 075."",""correct"":false},{""text"":""821,075 is the greatest because 821 thousand is greater than 812 thousand."",""correct"":true},{""text"":""812,507 is greater than 812,570 because 7 ones is more than 0 ones."",""correct"":false},{""text"":""All three numbers are almost the same, so none is greater."",""correct"":false}]","Great comparing! Start at the left. 821,075 has 821 thousand, and the other two have 812 thousand, so 821,075 is the greatest right away.","{""questionNumber"":""Q7"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""evaluate_a_claim""}"
8,tlnpvkdu0-snt10qi4s-lscca1qjw-q8-mcq,Q8,mcq,"A robot printed these numbers on cards: 601,234, 610,234, 600,999, and 601,243. Choose the greatest card number.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Applying,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""601,234"",""correct"":false},{""text"":""610,234"",""correct"":true},{""text"":""600,999"",""correct"":false},{""text"":""601,243"",""correct"":false}]","Fantastic! 610,234 is the greatest because 610 thousand is more than 601 thousand or 600 thousand. Nicely spotted.","{""questionNumber"":""Q8"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""identify greatest among four numbers""}"
9,tlnpvkdu0-snt10qi4s-lscca1qjw-q9-mcq,Q9,mcq,"Look at these two treasure map numbers: 745,678 and 754,678. Decide the correct comparison.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Analyzing,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""745,678 > 754,678"",""correct"":false},{""text"":""745,678 < 754,678"",""correct"":true},{""text"":""745,678 = 754,678"",""correct"":false},{""text"":""Both numbers are almost the same, so they are equal"",""correct"":false}]","Great job! 745,678 is less than 754,678 because 745 thousand is smaller than 754 thousand. You checked the digits carefully.","{""questionNumber"":""Q9"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""compare two numbers with same hundred-thousands""}"
10,tlnpvkdu0-snt10qi4s-lscca1qjw-q10-mcq,Q10,mcq,"Choose the list that shows these snack counts from smallest to largest: 430,210, 403,210, 430,201.",Maths,4,Large Numbers & Place Value,"Numbers to 1,000,000",Students can compare and order large numbers,Applying,easy,1,"MCQ for Grade 4 Large Numbers & Place Value: Numbers to 1,000,000, aligned to Students can compare and order large numbers.","[{""text"":""403,210, 430,201, 430,210"",""correct"":true},{""text"":""430,201, 403,210, 430,210"",""correct"":false},{""text"":""430,210, 430,201, 403,210"",""correct"":false},{""text"":""403,210, 430,210, 430,201"",""correct"":false}]","Excellent! 403,210 is the smallest. Between the other two, 430,201 is smaller than 430,210. Nice neat ordering!","{""questionNumber"":""Q10"",""questionType"":""mcq"",""subject"":""Maths"",""grade"":4,""topic"":""Large Numbers & Place Value"",""subtopic"":""Numbers to 1,000,000"",""learning_objective"":""Students can compare and order large numbers"",""focus"":""order three numbers smallest to largest""}"
